"","site","date","day","tempHigh","tempLow","dewLow","dewHigh"
"752","ROHRSALMD1","2016-08-16",17,97,75,72,77
"753","ROHRSALMD1","2016-08-17",18,95,72,68,74
"754","ROHRSALMD1","2016-08-18",19,92,74,67,73
"755","ROHRSALMD1","2016-08-19",20,92,74,60,72
"756","ROHRSALMD1","2016-08-20",21,91,75,58,71
"757","SALOSHEMD1","2016-06-06",1,87,69,57,68
"758","SALOSHEMD1","2016-06-07",2,87,65,50,68
"759","SALOSHEMD1","2016-06-08",3,74,62,38,51
"760","SALOSHEMD1","2016-06-09",4,82,53,39,49
"761","SALOSHEMD1","2016-06-10",5,82,63,37,61
"762","SALOSHEMD1","2016-06-11",6,96,66,58,70
"763","SALOSHEMD1","2016-06-12",7,93,70,34,67
"764","SALOSHEMD1","2016-07-20",8,89,70,59,70
"765","SALOSHEMD1","2016-07-21",9,90,71,62,70
"766","SALOSHEMD1","2016-07-22",10,95,74,68,72
"767","SALOSHEMD1","2016-07-23",11,98,79,68,78
"768","SALOSHEMD1","2016-07-24",12,97,80,64,76
"769","SALOSHEMD1","2016-07-25",13,100,81,69,79
"770","SALOSHEMD1","2016-07-26",14,98,80,64,73
"771","SALOSHEMD1","2016-08-04",15,86,70,59,67
"772","SALOSHEMD1","2016-08-05",16,85,73,66,74
"773","SALOSHEMD1","2016-08-06",17,94,75,69,76
"774","SALOSHEMD1","2016-08-07",18,92,71,56,63
"775","SALOSHEMD1","2016-08-08",19,92,70,56,68
"776","SALOSHEMD1","2016-08-09",20,81,68,62,75
"777","SALOSHEMD1","2016-08-10",21,95,77,71,75
"778","SCHLROBMD1","2016-06-28",1,87,69,64,75
"779","SCHLROBMD1","2016-06-29",2,82,68,55,66
"780","SCHLROBMD1","2016-06-30",3,84,65,53,67
"781","SCHLROBMD1","2016-07-01",4,88,71,66,74
"782","SCHLROBMD1","2016-07-02",5,80,70,50,70
"783","SCHLROBMD1","2016-07-03",6,74,64,54,66
"784","SCHLROBMD1","2016-07-04",7,74,68,65,73
"785","SCHLROBMD1","2016-07-19",8,92,70,63,73
"786","SCHLROBMD1","2016-07-20",9,89,70,59,70
"787","SCHLROBMD1","2016-07-21",10,90,71,62,70
"788","SCHLROBMD1","2016-07-22",11,95,74,68,72
"789","SCHLROBMD1","2016-07-23",12,98,79,68,78
"790","SCHLROBMD1","2016-07-24",13,97,80,64,76
"791","SCHLROBMD1","2016-07-25",14,100,81,69,79
"792","SCHLROBMD1","2016-08-09",15,81,68,62,75
"793","SCHLROBMD1","2016-08-10",16,95,77,71,75
"794","SCHLROBMD1","2016-08-11",17,97,78,70,75
"795","SCHLROBMD1","2016-08-12",18,99,81,73,78
"796","SCHLROBMD1","2016-08-13",19,101,81,74,78
"797","SCHLROBMD1","2016-08-14",20,100,80,68,77
"798","SCHLROBMD1","2016-08-15",21,100,73,69,75
"799","SILLSCOMD1","2016-06-09",1,82,53,39,49
"800","SILLSCOMD1","2016-06-10",2,82,63,37,61
"801","SILLSCOMD1","2016-06-11",3,96,66,58,70
"802","SILLSCOMD1","2016-06-12",4,93,70,34,67
"803","SILLSCOMD1","2016-06-13",5,81,64,42,55
"804","SILLSCOMD1","2016-06-14",6,81,67,45,58
"805","SILLSCOMD1","2016-06-15",7,83,66,58,68
"806","SILLSCOMD1","2016-07-06",8,94,77,69,76
"807","SILLSCOMD1","2016-07-07",9,93,77,69,76
"808","SILLSCOMD1","2016-07-08",10,91,77,68,77
"809","SILLSCOMD1","2016-07-09",11,93,78,61,76
"810","SILLSCOMD1","2016-07-10",12,86,74,60,62
"811","SILLSCOMD1","2016-07-11",13,88,70,52,66
"812","SILLSCOMD1","2016-07-12",14,87,73,62,71
"813","SILLSCOMD1","2016-08-11",15,97,78,70,75
"814","SILLSCOMD1","2016-08-12",16,99,81,73,78
"815","SILLSCOMD1","2016-08-13",17,101,81,74,78
"816","SILLSCOMD1","2016-08-14",18,100,80,68,77
"817","SILLSCOMD1","2016-08-15",19,100,73,69,75
"818","SILLSCOMD1","2016-08-16",20,97,75,72,77
"819","SILLSCOMD1","2016-08-17",21,95,72,68,74
"820","STANJEFMD1","2016-06-17",1,82,66,55,65
"821","STANJEFMD1","2016-06-18",2,85,66,51,58
"822","STANJEFMD1","2016-06-19",3,90,65,51,58
"823","STANJEFMD1","2016-06-20",4,91,68,55,67
"824","STANJEFMD1","2016-06-21",5,91,72,61,72
"825","STANJEFMD1","2016-06-22",6,86,69,50,69
"826","STANJEFMD1","2016-06-23",7,82,70,67,71
"827","STANJEFMD1","2016-07-27",8,97,81,60,74
"828","STANJEFMD1","2016-07-28",9,95,77,69,76
"829","STANJEFMD1","2016-07-29",10,92,75,67,75
"830","STANJEFMD1","2016-07-30",11,90,74,71,76
"831","STANJEFMD1","2016-07-31",12,92,75,69,74
"832","STANJEFMD1","2016-08-01",13,93,76,69,73
"833","STANJEFMD1","2016-08-02",14,91,75,67,73
"834","STANJEFMD1","2016-08-17",15,95,72,68,74
"835","STANJEFMD1","2016-08-18",16,92,74,67,73
"836","STANJEFMD1","2016-08-19",17,92,74,60,72
"837","STANJEFMD1","2016-08-20",18,91,75,58,71
"838","STANJEFMD1","2016-08-21",19,91,74,62,76
"839","STANJEFMD1","2016-08-22",20,85,69,56,63
"840","STANJEFMD1","2016-08-23",21,84,67,56,63
"841","STEWBETMD1","2016-06-27",1,87,68,62,72
"842","STEWBETMD1","2016-06-28",2,87,69,64,75
"843","STEWBETMD1","2016-06-29",3,82,68,55,66
"844","STEWBETMD1","2016-06-30",4,84,65,53,67
"845","STEWBETMD1","2016-07-01",5,88,71,66,74
"846","STEWBETMD1","2016-07-02",6,80,70,50,70
"847","STEWBETMD1","2016-07-03",7,74,64,54,66
"848","STEWBETMD1","2016-07-22",8,95,74,68,72
"849","STEWBETMD1","2016-07-23",9,98,79,68,78
"850","STEWBETMD1","2016-07-24",10,97,80,64,76
"851","STEWBETMD1","2016-07-25",11,100,81,69,79
"852","STEWBETMD1","2016-07-26",12,98,80,64,73
"853","STEWBETMD1","2016-07-27",13,97,81,60,74
"854","STEWBETMD1","2016-07-28",14,95,77,69,76
"855","STEWBETMD1","2016-08-05",15,85,73,66,74
"856","STEWBETMD1","2016-08-06",16,94,75,69,76
"857","STEWBETMD1","2016-08-07",17,92,71,56,63
"858","STEWBETMD1","2016-08-08",18,92,70,56,68
"859","STEWBETMD1","2016-08-09",19,81,68,62,75
"860","STEWBETMD1","2016-08-10",20,95,77,71,75
"861","STEWBETMD1","2016-08-11",21,97,78,70,75
"862","STUECHRVA2","2016-06-22",1,86,69,50,69
"863","STUECHRVA2","2016-06-23",2,82,70,67,71
"864","STUECHRVA2","2016-06-24",3,86,71,67,72
"865","STUECHRVA2","2016-06-25",4,85,72,57,66
"866","STUECHRVA2","2016-06-26",5,86,66,49,64
"867","STUECHRVA2","2016-06-27",6,87,68,62,72
"868","STUECHRVA2","2016-06-28",7,87,69,64,75
"869","STUECHRVA2","2016-07-18",8,95,73,66,76
"870","STUECHRVA2","2016-07-19",9,92,70,63,73
"871","STUECHRVA2","2016-07-20",10,89,70,59,70
"872","STUECHRVA2","2016-07-21",11,90,71,62,70
"873","STUECHRVA2","2016-07-22",12,95,74,68,72
"874","STUECHRVA2","2016-07-23",13,98,79,68,78
"875","STUECHRVA2","2016-07-24",14,97,80,64,76
"876","STUECHRVA2","2016-08-15",15,100,73,69,75
"877","STUECHRVA2","2016-08-16",16,97,75,72,77
"878","STUECHRVA2","2016-08-17",17,95,72,68,74
"879","STUECHRVA2","2016-08-18",18,92,74,67,73
"880","STUECHRVA2","2016-08-19",19,92,74,60,72
"881","STUECHRVA2","2016-08-20",20,91,75,58,71
"882","STUECHRVA2","2016-08-21",21,91,74,62,76
"883","STURCARMD1","2016-06-08",1,74,62,38,51
"884","STURCARMD1","2016-06-09",2,82,53,39,49
"885","STURCARMD1","2016-06-10",3,82,63,37,61
"886","STURCARMD1","2016-06-11",4,96,66,58,70
"887","STURCARMD1","2016-06-12",5,93,70,34,67
"888","STURCARMD1","2016-06-13",6,81,64,42,55
"889","STURCARMD1","2016-06-14",7,81,67,45,58
"890","STURCARMD1","2016-07-22",8,95,74,68,72
"891","STURCARMD1","2016-07-23",9,98,79,68,78
"892","STURCARMD1","2016-07-24",10,97,80,64,76
"893","STURCARMD1","2016-07-25",11,100,81,69,79
"894","STURCARMD1","2016-07-26",12,98,80,64,73
"895","STURCARMD1","2016-07-27",13,97,81,60,74
"896","STURCARMD1","2016-07-28",14,95,77,69,76
"897","STURCARMD1","2016-08-24",15,86,67,60,66
"898","STURCARMD1","2016-08-25",16,89,71,63,77
"899","STURCARMD1","2016-08-26",17,95,77,65,75
"900","STURCARMD1","2016-08-27",18,92,77,68,74
"901","STURCARMD1","2016-08-28",19,90,74,59,72
"902","STURCARMD1","2016-08-29",20,94,72,66,72
"903","STURCARMD1","2016-08-30",21,91,75,61,67
"904","TATEJUAMD1","2016-06-14",1,81,67,45,58
"905","TATEJUAMD1","2016-06-15",2,83,66,58,68
"906","TATEJUAMD1","2016-06-16",3,89,68,65,71
"907","TATEJUAMD1","2016-06-17",4,82,66,55,65
"908","TATEJUAMD1","2016-06-18",5,85,66,51,58
"909","TATEJUAMD1","2016-06-19",6,90,65,51,58
"910","TATEJUAMD1","2016-06-20",7,91,68,55,67
"911","TATEJUAMD1","2016-07-12",8,87,73,62,71
"912","TATEJUAMD1","2016-07-13",9,90,75,68,76
"913","TATEJUAMD1","2016-07-14",10,98,75,68,76
"914","TATEJUAMD1","2016-07-15",11,94,76,62,70
"915","TATEJUAMD1","2016-07-16",12,93,72,66,71
"916","TATEJUAMD1","2016-07-17",13,93,71,61,72
"917","TATEJUAMD1","2016-07-18",14,95,73,66,76
"918","TATEJUAMD1","2016-08-07",15,92,71,56,63
"919","TATEJUAMD1","2016-08-08",16,92,70,56,68
"920","TATEJUAMD1","2016-08-09",17,81,68,62,75
"921","TATEJUAMD1","2016-08-10",18,95,77,71,75
"922","TATEJUAMD1","2016-08-11",19,97,78,70,75
"923","TATEJUAMD1","2016-08-12",20,99,81,73,78
"924","TATEJUAMD1","2016-08-13",21,101,81,74,78
"925","VERSBETMD1","2016-07-01",1,88,71,66,74
"926","VERSBETMD1","2016-07-02",2,80,70,50,70
"927","VERSBETMD1","2016-07-03",3,74,64,54,66
"928","VERSBETMD1","2016-07-04",4,74,68,65,73
"929","VERSBETMD1","2016-07-05",5,91,74,70,76
"930","VERSBETMD1","2016-07-06",6,94,77,69,76
"931","VERSBETMD1","2016-07-07",7,93,77,69,76
"932","VERSBETMD1","2016-07-29",8,92,75,67,75
"933","VERSBETMD1","2016-07-30",9,90,74,71,76
"934","VERSBETMD1","2016-07-31",10,92,75,69,74
"935","VERSBETMD1","2016-08-01",11,93,76,69,73
"936","VERSBETMD1","2016-08-02",12,91,70,59,73
"937","VERSBETMD1","2016-08-03",13,83,72,64,67
"938","VERSBETMD1","2016-08-04",14,86,70,59,67
"939","VERSBETMD1","2016-08-21",15,91,74,62,76
"940","VERSBETMD1","2016-08-22",16,85,69,56,63
"941","VERSBETMD1","2016-08-23",17,84,67,56,63
"942","VERSBETMD1","2016-08-24",18,86,67,60,66
"943","VERSBETMD1","2016-08-25",19,89,71,63,77
"944","VERSBETMD1","2016-08-26",20,95,77,65,75
"945","VERSBETMD1","2016-08-27",21,92,77,68,74
"946","VONGJENMD1","2016-06-22",1,86,69,50,69
"947","VONGJENMD1","2016-06-23",2,82,70,67,71
"948","VONGJENMD1","2016-06-24",3,86,71,67,72
"949","VONGJENMD1","2016-06-25",4,85,72,57,66
"950","VONGJENMD1","2016-06-26",5,86,66,49,64
"951","VONGJENMD1","2016-06-27",6,87,68,62,72
"952","VONGJENMD1","2016-06-28",7,87,69,64,75
"953","VONGJENMD1","2016-07-06",8,94,77,69,76
"954","VONGJENMD1","2016-07-07",9,93,77,69,76
"955","VONGJENMD1","2016-07-08",10,91,77,68,77
"956","VONGJENMD1","2016-07-09",11,93,78,61,76
"957","VONGJENMD1","2016-07-10",12,86,74,60,62
"958","VONGJENMD1","2016-07-11",13,88,70,52,66
"959","VONGJENMD1","2016-07-12",14,87,73,62,71
"960","VONGJENMD1","2016-08-24",15,86,67,60,66
"961","VONGJENMD1","2016-08-25",16,89,71,63,77
"962","VONGJENMD1","2016-08-26",17,95,77,65,75
"963","VONGJENMD1","2016-08-27",18,92,77,68,74
"964","VONGJENMD1","2016-08-28",19,90,74,59,72
"965","VONGJENMD1","2016-08-29",20,94,72,66,72
"966","VONGJENMD1","2016-08-30",21,91,75,61,67
"967","WILLTERMD1","2016-06-29",1,82,68,55,66
"968","WILLTERMD1","2016-06-30",2,84,65,53,67
"969","WILLTERMD1","2016-07-01",3,88,71,66,74
"970","WILLTERMD1","2016-07-02",4,80,70,50,70
"971","WILLTERMD1","2016-07-03",5,74,64,54,66
"972","WILLTERMD1","2016-07-04",6,74,68,65,73
"973","WILLTERMD1","2016-07-05",7,91,74,70,76
"974","WILLTERMD1","2016-07-13",8,90,75,68,76
"975","WILLTERMD1","2016-07-14",9,98,75,68,76
"976","WILLTERMD1","2016-07-15",10,94,76,62,70
"977","WILLTERMD1","2016-07-16",11,93,72,66,71
"978","WILLTERMD1","2016-07-17",12,93,71,61,72
"979","WILLTERMD1","2016-07-18",13,95,73,66,76
"980","WILLTERMD1","2016-07-19",14,92,70,63,73
"981","WILLTERMD1","2016-08-04",15,86,70,59,67
"982","WILLTERMD1","2016-08-05",16,85,73,66,74
"983","WILLTERMD1","2016-08-06",17,94,75,69,76
"984","WILLTERMD1","2016-08-07",18,92,71,56,63
"985","WILLTERMD1","2016-08-08",19,92,70,56,68
"986","WILLTERMD1","2016-08-09",20,81,68,62,75
"987","WILLTERMD1","2016-08-10",21,95,77,71,75
"988","ZAMBTRAMD1","2016-06-08",1,74,62,38,51
"989","ZAMBTRAMD1","2016-06-09",2,82,53,39,49
"990","ZAMBTRAMD1","2016-06-10",3,82,63,37,61
"991","ZAMBTRAMD1","2016-06-11",4,96,66,58,70
"992","ZAMBTRAMD1","2016-06-12",5,93,70,34,67
"993","ZAMBTRAMD1","2016-06-13",6,81,64,42,55
"994","ZAMBTRAMD1","2016-06-14",7,81,67,45,58
"995","ZAMBTRAMD1","2016-07-21",8,90,71,62,70
"996","ZAMBTRAMD1","2016-07-22",9,95,74,68,72
"997","ZAMBTRAMD1","2016-07-23",10,98,79,68,78
"998","ZAMBTRAMD1","2016-07-24",11,97,80,64,76
"999","ZAMBTRAMD1","2016-07-25",12,100,81,69,79
"1000","ZAMBTRAMD1","2016-07-26",13,98,80,64,73
"1001","ZAMBTRAMD1","2016-07-27",14,97,81,60,74
"1002","ZAMBTRAMD1","2016-08-10",15,95,77,71,75
"1003","ZAMBTRAMD1","2016-08-11",16,97,78,70,75
"1004","ZAMBTRAMD1","2016-08-12",17,99,81,73,78
"1005","ZAMBTRAMD1","2016-08-13",18,101,81,74,78
"1006","ZAMBTRAMD1","2016-08-14",19,100,80,68,77
"1007","ZAMBTRAMD1","2016-08-15",20,100,73,69,75
"1008","ZAMBTRAMD1","2016-08-16",21,97,75,72,77
