"site","abund","SE","lower","upper","lon","lat","fips","can","imp","medianIncome","hDensity","age","marred","eduHS"
"BALASUCMD1",4.60609484154978,2.57616506829693,1.53914785950071,13.7855828924722,-76.9541990076624,39.0064682611147,24033807301,65.48449142,14.83659224,61146,0.000927946994909713,27.8,0.411591355599214,0.929236499068901
"BARBJERMD1",4.47334581749184,2.51254924289559,1.48784975022729,13.4508325477121,-76.4631086824912,39.113122209328,24003731303,38.09019673,14.53846335,107517,0.000375665121876874,46.4,0.69937106918239,0.944512195121951
"BEALTOMMD1",2.16319049244241,1.41353800135338,0.601504232994676,7.79152719568111,-76.7946731097776,38.974053618914,24033800408,65.96875845,8.157654453,109022,0.000645840821377436,37.3,0.53516933382955,0.940178991992463
"BLOCDAVMD1",6.42771928562341,3.47609593613666,2.22710637745697,18.5522534546752,-77.0045115539156,38.975700455311,24031701701,52.86125445,18.61439418,71958,0.00346310674188683,42.7,0.441256300891819,0.906848149723522
"BRIGKIMMD1",7.93756986072744,4.94009377022249,2.3441423523747,26.8843926109074,-76.5480222494896,39.1266584026691,24003731204,6.773998588,47.5602789,83274,0.000529413403478437,33.5,0.546155590836924,0.943603851444292
"BROWANNDC1",0.355474271029106,0.47621018383536,0.035868473912695,5.82323671563944,-77.0533363721153,38.9000573371157,11001005600,0.098821132,73.30393319,64446,0.0132550119078601,27.7,0.151646158962421,0.971167174937621
"BROWANNMD1",1.83930556517345,1.25239477777084,0.484956935810578,6.99471528904226,-76.4850169465092,38.9625652431145,24003706302,10.17267325,6.921703622,86964,0.00240920710054225,52.9,0.508565989847716,0.960632570659489
"BUISNORVA1",1.12259303522116,0.869406496430863,0.247675656019602,5.14740677476301,-77.264378567856,38.7415669519317,51059492202,74.63208501,3.421736318,183547,0.00117273892750162,44.7,0.723733233979136,0.958712541620422
"BURDROBVA1",10.4665129416529,5.70498346856442,3.59625535309407,30.4634834619781,-77.4181144800985,38.8651568521348,51059491502,18.32253748,26.95895614,187222,0.00118148080655065,40,0.717146671752813,0.942261619549593
"CAMPGLOMD1",2.89293870908355,1.7643483258926,0.875641676650304,9.56265297171326,-76.9287883268322,39.0623673050514,24033807407,43.02058961,10.51684714,86815,0.00107872519711002,32.6,0.474068231118123,0.872680291284942
"CAMPROSMD1",1.78314926431171,1.2239082388918,0.465213427430208,6.85507681910585,-77.0225525837239,39.0141959067996,24031702302,68.94950162,6.690999457,73367,0.00281705078839913,35.2,0.489185185185185,0.877454299255247
"CLARCOLDC1",1.5838396617493,1.57480215835543,0.230049005616388,11.2448098874038,-77.0475359868677,38.9197025156491,11001004001,2.679418486,63.33814942,106227,0.0130268057962465,38.4,0.29537802265075,0.985719030222517
"COLSKATMD1",4.26182369964353,2.41159847164728,1.4059170899798,12.920574374465,-76.8442151599822,39.1565321514856,24027606804,55.65338119,14.05393675,114271,0.00108348812126646,38.3,0.650256006301694,0.988606485539001
"EGANMARMD1",11.2598227071465,6.19291608175832,3.83162960781448,33.0907963963373,-77.1096766185884,38.947608369891,24031705702,25.89846216,29.23324761,173646,0.00179392454304891,46.3,0.664333624963546,0.992058239576439
"FARYSIMMD1",11.8660202962529,6.73940364437879,3.89830206187347,36.1217658498304,-77.0176992560151,38.9889073104869,24031702401,20.51843583,37.24653924,128882,0.00264519948814912,42.7,0.593333333333333,0.946927374301676
"FISHFERVA1",5.33829583352918,2.93136134939124,1.81972500576194,15.6613089124668,-77.1318150347701,38.9128232508679,51013100300,33.96080522,16.41336765,226645,0.00139001772894157,41.5,0.611813512445674,0.9831867563373
"GECACARVA1",10.1597171578323,5.52228976149477,3.50127203468997,29.4824074647692,-77.1225716009195,38.8847537966433,51013100700,27.43229868,26.20836622,88533,0.00315145965396496,35.5,0.555088088351302,0.955465587044534
