"bandNumber","site","date","age","sex","mass","wing","species"
"2651-56777","STEWBETMD1","2015-07-29","ASY","M",37.2,90,"GRCA"
"2651-56782","MORRCHRVA1","2015-08-06","HY","U",34.2,83,"NOCA"
"2660-75714","BURDROBVA1","2013-05-13","ASY","M",9.3,59,"CACH"
"2660-75720","VERSBETMD1","2013-05-23","SY","F",8.8,59,"CACH"
"2660-75743","STEWBETMD1","2013-06-22","HY","U",9.4,62.5,"CACH"
"2660-75749","CAMPGLOMD1","2013-07-01","AHY","F",9.8,58,"CACH"
"2660-75750","SILLSCOMD1","2013-07-02","ASY","F",13.2,50,"HOWR"
"2660-75751","SILLSCOMD1","2013-07-02","AHY","M",10.7,52,"HOWR"
"2660-75756","PERRCHRMD1","2013-07-26","HY","U",10.4,64,"CACH"
"2660-75761","MISSEDDC1","2014-04-25",NA,NA,NA,NA,"CACH"
"2660-75764","STURCARMD1","2014-04-24","SY","M",NA,NA,"CACH"
"2660-75794","OBRICHRMD1","2014-08-06","AHY","M",9.4,48,"HOWR"
"2661-07903","FISHFERVA1","2013-06-24","AHY","F",18.3,56.5,"CARW"
"2661-07911","GECACARVA1","2013-07-10","HY","U",20.3,65.5,"SOSP"
"2661-07921","BURDROBVA1","2013-07-24","AHY","F",18,58.5,"CARW"
"2661-07922","BURDROBVA1","2013-07-24","AHY","M",19.6,64.5,"CARW"
"2661-31501","VERSBETMD1","2013-06-20","AHY","M",19.7,60,"CARW"
"2661-31503","VERSBETMD1","2013-06-20","SY","U",21.9,60,"CARW"
"2661-31504","VERSBETMD1","2013-06-20","AHY","M",22,64,"SOSP"
"2661-31506","STEWBETMD1","2013-06-22","AHY","M",21,64,"SOSP"
"2661-31507","STEWBETMD1","2013-06-22","HY","U",23.5,66,"SOSP"
"2661-31512","CAMPGLOMD1","2013-07-01","AHY","M",21.8,61,"CARW"
"2661-31513","CAMPGLOMD1","2013-07-01","ASY","F",18.8,55,"CARW"
"2661-31514","SILLSCOMD1","2013-07-02","AHY","M",21.9,66,"SOSP"
"2661-31515","SILLSCOMD1","2013-07-02","ASY","F",20.9,62,"SOSP"
"2661-31516","OBRICHRMD1","2013-07-08","HY","U",19.5,60,"CARW"
"2661-31517","OBRICHRMD1","2013-07-08","HY","U",17.5,56,"CARW"
"2661-31523","BUISNORVA1","2013-07-20","AHY","M",21.7,66,"SOSP"
"2661-31524","BUISNORVA1","2013-07-20","HY","U",20.9,63,"CARW"
"2661-31525","BUISNORVA1","2013-07-20","HY","U",18.5,58,"CARW"
"2661-31527","PERRCHRMD1","2013-07-25","HY","F",21.2,61,"CARW"
"2661-31528","PERRCHRMD1","2013-07-26","AHY","M",17.1,63,"CARW"
"2661-31529","PERRCHRMD1","2013-07-26","HY","U",21.1,62,"CARW"
"2661-31539","STEWBETMD1","2014-05-05","U","U",NA,NA,"CARW"
"2661-31540","STEWBETMD1","2014-05-05","ASY","M",21.9,67,"SOSP"
"2661-31541","STEWBETMD1","2014-05-05","AHY","M",20.7,67,"SOSP"
"2661-31543","STEWBETMD1","2014-05-05","AHY","F",NA,NA,"CARW"
"2661-31544","OBRICHRMD1","2014-08-06","HY","U",20.4,60.5,"CARW"
"2661-31545","OBRICHRMD1","2014-08-06","HY","U",17.3,57,"CARW"
"2661-31546","WOLFKARDC1","2014-08-16","AHY","F",19.6,64.6,"SOSP"
"2661-31551","BURDROBVA1","2015-06-01","AHY","M",20.2,61,"SOSP"
"2661-31552","BURDROBVA1","2015-06-01","AHY","M",22.6,66,"SOSP"
"2661-31560","GECACARVA1","2015-06-10","AHY","F",20.4,61,"SOSP"
"2661-31561","GECACARVA1","2015-06-10","ASY","F",21.8,57,"CARW"
"2661-31562","GECACARVA1","2015-06-10","AHY","M",19.9,57,"CARW"
"2661-31565","MCDOELIVA1","2015-06-16","AHY","M",21.4,66,"SOSP"
"2661-31566","MCDOELIVA1","2015-06-16","HY","U",22.2,59,"CARW"
"2661-31567","BEALTOMMD1","2015-06-18","AHY","F",22.9,62,"CARW"
"2661-31568","LANDCELVA1","2015-06-20","HY","U",19.5,61,"CARW"
"2661-31569","LANDCELVA1","2015-06-20","AHY","M",18.5,60,"CARW"
"2661-31570","LANDCELVA1","2015-06-20","HY","U",21,66,"SOSP"
"2661-31571","LANDCELVA1","2015-06-20","AHY","F",19,57,"CARW"
"2661-31574","NEWBCARVA1","2015-06-22","AHY","F",19.4,57,"CARW"
"2661-31578","EGANMARMD1","2015-06-26","AHY","F",22.4,58,"CARW"
"2661-31586","WOLFKARDC1","2015-07-05","AHY","M",21.9,67,"SOSP"
"2661-31597","CLARCOLDC1","2015-07-14","AHY","M",21.6,67,"SOSP"
"2661-31598","CLARCOLDC1","2015-07-14","HY","U",14.7,60,"SOSP"
"2661-31599","CLARCOLDC1","2015-07-14","AHY","F",19.8,63,"SOSP"
"2661-31600","PIROELADC1","2015-07-15","HY","U",17.7,56,"CARW"
"2661-31864","BALASUCMD1","2015-05-16","AHY","F",31.6,60,"CARW"
"2661-31873","ONTAHOUDC1","2015-06-16","AHY","F",21.9,61,"SOSP"
"2661-31882","BUISNORVA1","2015-07-06","AHY","M",20.5,65,"SOSP"
"2661-31883","BUISNORVA1","2015-07-06","AHY","F",20,59,"CARW"
"2661-31884","SCHLROBMD1","2015-07-10","AHY","F",21,60,"CARW"
"2661-31885","VONGJENMD1","2015-07-08","AHY","F",22.2,65,"SOSP"
"2661-31886","SCHLROBMD1","2015-07-10","AHY","F",21.1,63,"CARW"
"2661-31887","STANJEFMD1","2015-07-13","AHY","F",21.7,55,"CARW"
"2661-31888","STANJEFMD1","2015-07-13","AHY","U",21.2,65,"CARW"
"2661-31889","OLONMARDC1","2015-07-14","AHY","F",19.7,62,"CARW"
"2661-31890","BLOCDAVMD1","2015-07-15","AHY","F",19.3,60,"CARW"
"2661-31891","VERSBETMD1","2015-07-16","AHY","F",20.1,60,"CARW"
"2661-31892","VERSBETMD1","2015-07-16","AHY","U",21.6,59,"CARW"
"2661-31893","OBRICHRMD1","2015-07-20","AHY","F",19.9,60,"CARW"
"2661-31894","OBRICHRMD1","2015-07-20","HY","U",17.9,55,"CARW"
"2661-31897","SILLSCOMD1","2015-07-23","HY","U",17.9,56,"CARW"
"2690-08430","KEYESUSMD1","2012-06-11","AHY","F",9,56,"CACH"
"2690-08431","KEYESUSMD1","2012-06-11","AHY","F",8.9,58,"CACH"
"2690-08432","KEYESUSMD1","2012-06-11","HY","U",9.8,60,"CACH"
"2690-08433","KEYESUSMD1","2012-06-11","HY","U",9.5,60,"CACH"
"2690-08434","KEYESUSMD1","2012-06-11","AHY","F",9.7,60,"CACH"
"2690-08455","GECACARVA1","2012-06-26","AHY","M",10.4,48,"HOWR"
"2690-08466","MANNJANDC1","2012-07-11","U","U",9.2,59,"CACH"
"2690-08491","BARBJERMD1","2013-07-11","HY","F",9.5,64,"CACH"
"2690-18939","GECACARVA1","2013-05-06","SY","M",9.9,62,"CACH"
"2690-18940","FISHFERVA1","2013-05-06","ASY","M",9.5,59.5,"CACH"
"2690-18941","FISHFERVA1","2013-05-06","AHY","M",11,48.5,"HOWR"
"2690-18954","GECACARVA1","2013-05-14","ASY","F",9.1,59.5,"CACH"
"2690-18990","FISHFERVA1","2013-06-24","ASY","F",10.1,63,"CACH"
"2690-18991","FISHFERVA1","2013-06-24","AHY","F",9.7,47.5,"HOWR"
"2690-95950","CAMPROSMD1","2014-06-09",NA,NA,NA,NA,"HOWR"
"2690-95951","CAMPROSMD1","2014-06-09","AHY","M",9.5,49,"HOWR"
"2690-95952","CAMPROSMD1","2014-06-09","AHY","F",9.3,49.5,"HOWR"
"2690-95953","CAMPROSMD1","2014-06-09","HY","U",10,61.5,"CACH"
"2690-95954","COLSKATMD1","2014-06-12","HY","F",10.5,57.5,"CACH"
"2690-95955","VONGJENMD1","2014-06-14","AHY","M",10.4,50,"HOWR"
"2690-95956","VONGJENMD1","2014-06-14","AHY","F",11,51,"HOWR"
"2690-95957","VONGJENMD1","2014-06-14","U","U",NA,NA,"HOWR"
"2690-95958","VERSBETMD1","2014-06-21","AHY","F",8.5,57,"CACH"
"2690-95962","VERSBETMD1","2014-06-21","HY","U",9.7,61.5,"CACH"
"2690-95963","VERSBETMD1","2014-06-21","HY","F",10.5,61,"CACH"
"2690-95964","ZAMBTRAMD1","2014-06-22","AHY","M",11,50,"HOWR"
"2690-95971","CAMPGLOMD1","2014-06-26","AHY","F",8.4,67,"CACH"
"2690-95972","MANNJANDC1","2014-06-29","AHY","M",10.6,47.5,"HOWR"
"2690-95985","BURDROBVA1","2015-04-30","ASY","M",9.7,61,"CACH"
"2690-95986","NEWBCARVA1","2015-04-30","AHY","M",9.6,60.5,"CACH"
"2690-95995","CAMPGLOMD1","2015-05-12","ASY","M",9.39,61,"CACH"
"2690-96060","STUECHRVA2","2015-04-19","AHY","F",10.6,60,"CACH"
"2690-96061","STUECHRVA2","2015-04-19","ASY","M",10.4,64,"CACH"
"2690-96062","STUECHRVA2","2015-04-19","SY","M",10.6,65,"CACH"
"2690-96064","VONGJENMD1","2015-04-20","SY","F",10.3,60,"CACH"
"2690-96065","VONGJENMD1","2015-04-20","ASY","M",10.5,65,"CACH"
"2690-96069","ROHRSALMD1","2015-04-22","ASY","M",10.1,63,"CACH"
"2690-96070","ROHRSALMD1","2015-04-22","SY","M",10.6,63.5,"CACH"
"2690-96085","FISHFERVA1","2015-05-02","AHY","U",10.8,49,"HOWR"
"2710-25919","STEWBETMD1","2013-05-13","SY","F",9.3,58.5,"CACH"
"2710-25921","CAMPGLOMD1","2013-05-13","ASY","M",9.7,64.75,"CACH"
"2710-25926","COLSKATMD1","2013-05-13","ASY","F",9,59,"CACH"
"2710-25929","VONGJENMD1","2013-05-17","ASY","F",9,58,"CACH"
"2710-25933","STEWBETMD1","2013-05-18","SY","M",8.2,60,"CACH"
"2710-25937","CAMPGLOMD1","2013-05-19","SY","F",9.3,60.25,"CACH"
"2710-25944","MORRCHRVA1","2013-05-21","SY","M",10.2,63,"CACH"
"2710-25945","MORRCHRVA1","2013-05-21","SY","M",10.1,63,"CACH"
"2710-25946","MORRCHRVA1","2013-05-21","SY","F",9.1,61,"CACH"
"2710-25947","MORRCHRVA1","2013-05-21","SY","U",11,63.5,"CACH"
"2710-25948","MORRCHRVA1","2013-05-21","ASY","M",10.1,61,"CACH"
"2710-25949","MORRCHRVA1","2013-05-21","ASY","F",9.5,57,"CACH"
"2710-25950","MORRCHRVA1","2013-05-21","SY","M",10.3,62,"CACH"
"2710-25951","MORRCHRVA1","2013-05-21","SY","F",9.3,57,"CACH"
"2710-25952","STEWBETMD1","2013-05-23","ASY","M",11.2,50.5,"HOWR"
"2710-25953","STEWBETMD1","2013-05-23","SY","F",12.5,49,"HOWR"
"2710-25954","MORRCHRVA1","2013-05-28","ASY","F",9.1,57,"CACH"
"2710-25955","MORRCHRVA1","2013-05-28","SY","U",10.3,64,"CACH"
"2710-25956","MORRCHRVA1","2013-05-28","SY","U",10.3,60,"CACH"
"2710-25967","ROHRSALMD1","2013-06-27","HY","U",9.1,57.5,"CACH"
"2710-25968","ROHRSALMD1","2013-06-27","HY","U",9.5,58,"CACH"
"2710-25969","ROHRSALMD1","2013-06-27","HY","U",8.8,58.5,"CACH"
"2710-25970","ROHRSALMD1","2013-06-27","AHY","F",9.8,57,"CACH"
"2710-25971","ROHRSALMD1","2013-06-27","HY","U",9.3,62.5,"CACH"
"2710-25973","CAMPROSMD1","2013-07-19","AHY","F",10.6,57,"CACH"
"2710-25976","CAMPROSMD1","2013-07-19","AHY","F",10.1,60.1,"CACH"
"2710-53701","GECACARVA1","2013-07-10","HY","U",8.7,61,"CACH"
"2710-53702","GECACARVA1","2013-07-10","HY","U",10.6,61.5,"CACH"
"2710-53703","GECACARVA1","2013-07-10","HY","U",10,59,"CACH"
"2710-53704","GECACARVA1","2013-07-10","HY","U",9.4,60,"CACH"
"2710-53705","GECACARVA1","2013-07-10","HY","U",10.1,60,"CACH"
"2710-53706","GECACARVA1","2013-07-10","HY","U",8.6,58,"CACH"
"2710-53774","KEYESUSMD1","2015-05-18","AHY","F",8.9,60,"CACH"
"2710-53775","KEYESUSMD1","2015-05-18","AHY","M",10.9,51,"HOWR"
"2710-53788","TATEJUAMD1","2015-06-17","AHY","U",8.9,59,"CACH"
"2710-53789","TATEJUAMD1","2015-06-17","HY","U",9.5,61,"CACH"
"2710-53790","TATEJUAMD1","2015-06-17","AHY","U",8.8,59,"CACH"
"2710-53791","TATEJUAMD1","2015-06-17","HY","U",9.5,60,"CACH"
"2710-53792","PERRCHRMD1","2015-06-22","AHY","U",9.5,61,"CACH"
"2710-53794","PERRCHRMD1","2015-06-22","AHY","F",9.7,61,"CACH"
"2710-53801","STUECHRVA2","2015-06-21","AHY","M",10.8,49,"HOWR"
"2710-53802","STUECHRVA2","2015-06-21","AHY","F",10.6,49,"HOWR"
"2710-53808","BRIGKIMMD1","2015-06-28","AHY","F",9.4,59,"CACH"
"2710-53809","BRIGKIMMD1","2015-06-28","HY","U",9.4,59.5,"CACH"
"2710-53810","BRIGKIMMD1","2015-06-28","AHY","U",9.9,63,"CACH"
"2710-53901","PADORAMVA1","2013-07-30","HY","U",9.1,59.5,"CACH"
"2710-53902","PADORAMVA1","2013-07-30","HY","U",9.5,59.5,"CACH"
"2710-53903","PADORAMVA1","2013-07-30","HY","U",9.8,59.5,"CACH"
"2710-53904","NEWBCARVA1","2013-08-01","HY","M",10.4,66,"CACH"
"2710-53905","NEWBCARVA1","2013-08-01","HY","U",9.3,61.5,"CACH"
"2710-53906","NEWBCARVA1","2013-08-01","HY","U",8.9,58,"CACH"
"2710-53907","NEWBCARVA1","2013-08-01","HY","U",9.5,59,"CACH"
"2710-53908","NEWBCARVA1","2013-08-01","AHY","M",9.3,60,"CACH"
"2710-53909","NEWBCARVA1","2013-08-01","AHY","F",9.8,61,"CACH"
"2710-53910","NEWBCARVA1","2013-08-01","AHY","F",9.4,62.5,"CACH"
"2710-53911","NEWBCARVA1","2013-08-01","AHY","M",10.4,61,"CACH"
"2710-53912","NEWBCARVA1","2013-08-01","HY","U",8.7,61,"CACH"
"2710-53913","NEWBCARVA1","2013-08-01","HY","U",10,59,"CACH"
"2710-53914","NEWBCARVA1","2013-08-01","AHY","U",10.1,61,"CACH"
"2710-53915","NEWBCARVA1","2013-08-01","AHY","F",10,64,"CACH"
"2710-53916","NEWBCARVA1","2013-08-01","HY","U",9.1,62,"CACH"
"2710-53925","REITBOBMD1","2014-03-21","AHY","M",NA,NA,"CACH"
"2710-53937","NEWBCARVA1","2014-05-21","AHY","M",9.8,63,"CACH"
"2710-53938","NEWBCARVA1","2014-05-21","AHY","F",10.4,64,"CACH"
"2710-53939","NEWBCARVA1","2014-05-21","AHY","U",NA,NA,"HOWR"
"2710-53947","STANJEFMD1","2014-06-16","HY","U",NA,NA,"HOWR"
"2710-53948","STANJEFMD1","2014-06-16","AHY","F",NA,NA,"HOWR"
"2710-53949","STANJEFMD1","2014-06-16","AHY","U",NA,NA,"CACH"
"2710-53950","BEALTOMMD1","2014-06-17","AHY","U",NA,NA,"CACH"
"2710-53951","MOSMCARMD1","2014-06-19","AHY","M",NA,NA,"HOWR"
"2710-53952","MOSMCARMD1","2014-06-19","AHY","F",NA,NA,"CACH"
"2710-53953","MOSMCARMD1","2014-06-19","AHY","F",NA,NA,"HOWR"
"2710-53954","WILLTERMD1","2014-06-23","HY","U",NA,NA,"HOWR"
"2710-53955","WILLTERMD1","2014-06-23","AHY","F",NA,NA,"HOWR"
"2710-53956","WILLTERMD1","2014-06-23","SY","F",NA,NA,"CACH"
"2710-53963","BRIGKIMMD1","2014-07-01","HY","U",NA,NA,"CACH"
"2710-53965","LANDCELVA1","2014-07-10","AHY","U",NA,NA,"CACH"
"2710-53966","LANDCELVA1","2014-07-10","AHY","M",NA,NA,"HOWR"
"2710-53967","LANDCELVA1","2014-07-10","AHY","F",NA,NA,"CACH"
"2710-53968","LANDCELVA1","2014-07-10","HY","U",NA,NA,"HOWR"
"2710-53969","LANDCELVA1","2014-07-10","HY","U",NA,NA,"HOWR"
"2710-53972","STUECHRVA2","2014-07-19","HY","U",NA,NA,"CACH"
"2710-53973","STUECHRVA2","2014-07-19","AHY","U",NA,NA,"CACH"
"2710-53974","BROWANNMD1","2014-07-22","AHY","U",NA,NA,"HOWR"
"2710-53975","BROWANNMD1","2014-07-22","HY","U",NA,NA,"CACH"
"2710-53981","KEYESUSMD1","2014-07-26","HY","U",NA,NA,"CACH"
"2710-53982","KEYESUSMD1","2014-07-26","AHY","U",NA,NA,"CACH"
"2710-53983","KEYESUSMD1","2014-07-26","AHY","U",NA,NA,"CACH"
"2710-54003","PHARAIMMD1","2013-07-31","HY","U",9.5,60,"CACH"
"2710-54004","PHARAIMMD1","2013-07-31","SY","U",9.9,60,"CACH"
"2710-54005","PHARAIMMD1","2013-07-31","SY","U",9.9,62,"CACH"
"2710-54012","WILLTERMD1","2013-08-05","HY","U",9.4,62,"CACH"
"2710-54302","BALASUCMD1","2014-06-16","SY","U",10.2,65,"CACH"
"2710-54303","BARBJERMD1","2014-06-17","AHY","M",10.2,50,"HOWR"
"2710-54304","BARBJERMD1","2014-06-17","HY","U",8.6,61,"CACH"
"2710-54305","TATEJUAMD1","2014-06-19","AHY","M",10.2,50,"HOWR"
"2710-54306","TATEJUAMD1","2014-06-19","HY","U",10.6,65,"CACH"
"2710-54307","TATEJUAMD1","2014-06-19","AHY","M",10.9,50,"HOWR"
"2710-54308","TATEJUAMD1","2014-06-19","AHY","M",10.3,51,"HOWR"
"2710-54317","SALOSHEMD1","2014-07-01","AHY","F",10.7,63,"CACH"
"2710-54337","PERRCHRMD1","2014-07-19","AHY","F",10.3,65,"CACH"
"2710-54346","PHARAIMMD1","2014-07-27","AHY","U",10.5,67,"CACH"
"2710-54347","PHARAIMMD1","2014-07-27","AHY","U",9.6,59,"CACH"
"2710-54348","PHARAIMMD1","2014-07-27","AHY","U",9.4,58,"CACH"
"2711-77602","MOLIKARMD1","2015-06-08","ASY","M",21.3,69,"SOSP"
"2711-77603","MOLIKARMD1","2015-06-08","AHY","U",21.4,59,"CARW"
"2711-77604","BARBJERMD1","2015-06-18","AHY","U",22,59,"CARW"
"2711-77607","WILLTERMD1","2015-06-23","SY","M",21.3,68,"SOSP"
"2711-77612","FARYSIMMD1","2015-06-26","AHY","F",18.9,62,"SOSP"
"2711-77613","FARYSIMMD1","2015-06-26","AHY","M",19.5,65,"SOSP"
"2711-77621","SALOSHEMD1","2015-07-14","HY","U",20,62,"CARW"
"2711-77622","SALOSHEMD1","2015-07-14","AHY","F",21.3,62,"CARW"
"2711-77643","STEWBETMD1","2015-07-29","AHY","M",19.9,58,"CARW"
"2711-77701","PIROELADC1","2015-07-15","AHY","F",20.6,61,"CARW"
"2711-77702","PIROELADC1","2015-07-15","AHY","M",21.4,66.5,"SOSP"
"2711-77709","MANNJANDC1","2015-07-17","AHY","F",19.6,62,"SOSP"
"2711-77711","MANNJANDC1","2015-07-17","AHY","M",22.9,66,"SOSP"
"2730-24704","VONGJENMD1","2014-05-03","AHY","M",NA,NA,"CACH"
"2730-24707","WOLFKARDC1","2014-05-04",NA,NA,NA,NA,"CACH"
"2730-24708","PIROELADC1","2014-05-04","AHY","M",NA,NA,"CACH"
"2730-24716","ROHRSALMD1","2014-05-06","AHY","F",NA,NA,"CACH"
"2730-24729","STEWBETMD1","2014-05-17","SY","F",9.7,56,"CACH"
"2730-24730","STEWBETMD1","2014-05-19","AHY","M",NA,NA,"HOWR"
"2730-24741","SILLSCOMD1","2014-06-07","AHY","M",10.4,47,"HOWR"
"2730-24755","GECACARVA1","2014-06-21","AHY","U",9.5,53,"CACH"
"2730-24756","FISHFERVA1","2014-06-23","AHY","M",9.6,65,"CACH"
"2730-24763","BURDROBVA1","2014-06-26","AHY","M",10.2,51,"HOWR"
"2730-24764","BURDROBVA1","2014-06-26","AHY","U",9.3,61,"CACH"
"2730-24787","FISHFERVA1","2015-04-26","SY","F",9.2,58,"CACH"
"2730-24788","FISHFERVA1","2015-04-26","ASY","F",9.7,56.5,"CACH"
"2730-26402","MCDOELIVA1","2015-06-16","HY","U",9.7,59,"CACH"
"2730-26403","MCDOELIVA1","2015-06-16","AHY","M",11,54,"HOWR"
"2730-26404","BROWANNMD1","2015-06-19","AHY","F",12.8,49,"HOWR"
"2730-26406","NEWBCARVA1","2015-06-22","AHY","F",9.2,58,"CACH"
"2730-26407","NEWBCARVA1","2015-06-22","AHY","F",9.3,58.5,"CACH"
"2730-26408","NEWBCARVA1","2015-06-22","AHY","M",10.6,49,"HOWR"
"2730-26420","ZAMBTRAMD1","2015-06-30","HY","U",9.1,61.5,"CACH"
"2730-26437","CLARCOLDC1","2015-07-14","AHY","M",9.1,61,"CACH"
"2730-26438","PIROELADC1","2015-07-15","HY","U",10.6,48,"HOWR"
"2730-26439","PIROELADC1","2015-07-15","AHY","F",12.5,50,"HOWR"
"2730-26440","PIROELADC1","2015-07-15","AHY","M",10.4,50,"HOWR"
"2730-26441","JACOMERMD1","2015-07-16","HY","U",9.4,60.5,"CACH"
"2730-26442","JACOMERMD1","2015-07-16","HY","U",8.5,60,"CACH"
"2750-41352","MORRCHRVA1","2015-08-06","AHY","F",9.9,61,"CACH"
"2750-41353","MORRCHRVA1","2015-08-06","AHY","U",9.7,60,"CACH"
"2750-41354","MORRCHRVA1","2015-08-06","HY","U",9.7,58,"CACH"
"2750-41355","MORRCHRVA1","2015-08-06","AHY","U",10.5,64,"CACH"
"2750-41356","MORRCHRVA1","2015-08-06","AHY","U",9.6,59,"CACH"
"2750-41361","STEWBETMD1","2015-07-29","HY","U",9.3,60,"CACH"
"2750-41362","STEWBETMD1","2015-07-29","AHY","F",10,60,"CACH"
"2750-41367","SALOSHEMD1","2015-07-14","U","U",9.4,62,"CACH"
"2750-41372","CAMPROSMD1","2015-07-06","HY","U",9,59,"CACH"
"2750-41373","CAMPROSMD1","2015-07-06","HY","U",10.2,52,"HOWR"
"2750-41374","FARYSIMMD1","2015-06-26","AHY","F",11.7,50.5,"HOWR"
"2750-41377","WILLTERMD1","2015-06-23","AHY","M",NA,NA,"HOWR"
"2750-41384","BARBJERMD1","2015-06-18","AHY","F",9,60,"CACH"
"2750-41385","BARBJERMD1","2015-06-18","AHY","F",8.9,60,"CACH"
"2750-41386","BARBJERMD1","2015-06-18","AHY","F",9,61,"CACH"
"2750-41387","BARBJERMD1","2015-06-18","AHY","M",10.2,62,"CACH"
"2750-41391","MOSMCARMD1","2012-06-18","HY","U",9.8,59,"CACH"
"2750-41392","MOSMCARMD1","2015-06-13","AHY","F",10.2,50,"HOWR"
"2750-41393","MOSMCARMD1","2015-06-13","SY","U",10.4,61,"CACH"
"2750-41394","MOSMCARMD1","2015-06-13","AHY","M",10.6,52,"HOWR"
"2750-41401","BUISNORVA1","2015-07-06","AHY","F",10.5,63,"CACH"
"2750-41402","BUISNORVA1","2015-07-06","AHY","F",9.7,60,"CACH"
"2750-41403","VONGJENMD1","2015-07-08","AHY","U",10.4,50,"HOWR"
"2750-41404","VONGJENMD1","2015-07-08","AHY","F",9.2,59,"CACH"
"2750-41405","OLONMARDC1","2015-07-14","AHY","U",10,55,"HOWR"
"2750-41406","BLOCDAVMD1","2015-07-15","AHY","U",10.5,49,"HOWR"
"2750-41408","VERSBETMD1","2015-07-16","AHY","F",10.3,55,"CACH"
"2750-41409","OBRICHRMD1","2015-07-20","HY","U",9.3,55,"CACH"
"2750-41411","SILLSCOMD1","2015-07-23","AHY","U",9.6,61,"CACH"
"2750-41412","SILLSCOMD1","2015-07-23","AHY","U",10.5,61,"CACH"
"2750-64212","FISHFERVA1","2015-06-24","HY","U",8.7,57.5,"CACH"
"2750-64213","FISHFERVA1","2015-06-24","AHY","M",10.5,51.5,"HOWR"
"2750-64305","PADORAMVA1","2015-06-24","HY","U",9.4,61,"CACH"
