"bandNumber","site","bandDate","age","sex","mass","wing","species","bandYear","bci","imp","can","imp2","can2","cCats","tCats","ch"
"2651-56705","MOLIKARMD1",2015-06-08,"SY","M",38.8,88,"GRCA",2015,1.03779670918276,36.94675413,8.527011599,1365.06264074267,72.7099268094805,1,0.5,"00000000000000010"
"2651-56712","BARBJERMD1",2015-06-18,"AHY","F",43.3,90,"NOCA",2015,0.570453995639129,14.53846335,38.09019673,211.366916579293,1450.8630869301,0,0.166666666666667,"00000000000000010"
"2651-56713","BARBJERMD1",2015-06-18,"AHY","F",41,88,"NOCA",2015,0.392204052956021,14.53846335,38.09019673,211.366916579293,1450.8630869301,0,0.166666666666667,"00000000000000010"
"2651-56714","BARBJERMD1",2015-06-18,"SY","M",41.6,94,"NOCA",2015,-0.84276290856682,14.53846335,38.09019673,211.366916579293,1450.8630869301,0,0.166666666666667,"00000000000000010"
"2651-56715","BARBJERMD1",2015-06-18,"AHY","F",46.5,90,"NOCA",2015,1.50690386757197,14.53846335,38.09019673,211.366916579293,1450.8630869301,0,0.166666666666667,"00000000000000010"
"2651-56716","BARBJERMD1",2015-06-18,"AHY","M",49.5,96,"NOCA",2015,0.797491252708728,14.53846335,38.09019673,211.366916579293,1450.8630869301,0,0.166666666666667,"00000000000000010"
"2651-56717","BARBJERMD1",2015-06-18,"AHY","F",40.7,91,"NOCA",2015,-0.424750912188552,14.53846335,38.09019673,211.366916579293,1450.8630869301,0,0.166666666666667,"00000000000000010"
"2651-56718","BARBJERMD1",2015-06-18,"ASY","M",44.5,93,"NOCA",2015,0.175929127638673,14.53846335,38.09019673,211.366916579293,1450.8630869301,0,0.166666666666667,"00000000000000010"
"2651-56719","BARBJERMD1",2015-06-18,"HY","U",38.1,84,"NOCA",2015,0.521552226876189,14.53846335,38.09019673,211.366916579293,1450.8630869301,0,0.166666666666667,"00000000000000010"
"2651-56728","WILLTERMD1",2015-06-23,"HY","U",41.5,87,"NOCA",2015,0.807143571402493,36.48290231,27.76305275,1331.002160961,770.787097999283,0.333333333333333,0.166666666666667,"00000000000000010"
"2651-56729","WILLTERMD1",2015-06-23,"SY","M",32.4,86,"GRCA",2015,-0.282326483521756,36.48290231,27.76305275,1331.002160961,770.787097999283,0.333333333333333,0.166666666666667,"00000000000000010"
"2651-56736","FARYSIMMD1",2015-06-26,"ASY","M",35.9,90,"GRCA",2015,-0.247624597007868,37.24653924,20.51843583,1387.30468535686,421.006208909828,0.333333333333333,0.166666666666667,"00000000000000010"
"2651-56746","CAMPROSMD1",2015-07-06,"SY","F",40.1,90,"GRCA",2015,0.866770554193396,6.690999457,68.94950162,44.7694737335743,4754.03377364638,0,0,"00000000000000011"
"2651-56747","CAMPROSMD1",2015-07-06,"HY","U",40,87,"NOCA",2015,0.340588382052328,6.690999457,68.94950162,44.7694737335743,4754.03377364638,0,0,"00000000000000010"
"2651-56748","CAMPROSMD1",2015-07-06,"HY","U",46,89,"NOCA",2015,1.63380369793162,6.690999457,68.94950162,44.7694737335743,4754.03377364638,0,0,"00000000000000010"
"2651-56749","CAMPROSMD1",2015-07-06,"SY","M",35.9,87,"GRCA",2015,0.481654795913719,6.690999457,68.94950162,44.7694737335743,4754.03377364638,0,0,"00000000000000011"
"2651-56750","CAMPROSMD1",2015-07-06,"ASY","F",37,86,"GRCA",2015,1.06512189112498,6.690999457,68.94950162,44.7694737335743,4754.03377364638,0,0,"00000000000000011"
"2651-56762","SALOSHEMD1",2015-07-14,"SY","M",30.6,85,"GRCA",2015,-0.578528712558939,19.82525979,44.62693072,393.040925740991,1991.56294548768,0,0,"00000000000000010"
"2651-56763","SALOSHEMD1",2015-07-14,"HY","M",35.4,86,"GRCA",2015,0.596444195595683,19.82525979,44.62693072,393.040925740991,1991.56294548768,0,0,"00000000000000010"
"2651-56770","WOLFAMYDC1",2015-07-22,"SY","F",41.6,88,"NOCA",2015,0.575029722032725,81.033,0,6566.347089,0,NA,0,"00000000000000010"
"2651-56771","WOLFAMYDC1",2015-07-22,"SY","M",35.3,84,"GRCA",2015,1.11040026272669,81.033,0,6566.347089,0,NA,0,"00000000000000011"
"2651-56776","STEWBETMD1",2015-07-29,"SY","F",36,78,"GRCA",2015,3.26853559669086,10.65494417,43.13767455,113.527835265817,1860.85896558172,0,0,"00000000000000010"
"2651-56777","STEWBETMD1",2015-07-29,"ASY","M",37.2,90,"GRCA",2015,0.0973072355068101,10.65494417,43.13767455,113.527835265817,1860.85896558172,0,0,"00000000000000010"
"2651-56782","MORRCHRVA1",2015-08-06,"HY","U",34.2,83,"NOCA",2015,-0.523838047521211,0.253957472,40.52244712,0.0644943975846308,1642.0687205932,0,0,"00000000000000010"
"2660-75714","BURDROBVA1",2013-05-13,"ASY","M",9.3,59,"CACH",2013,0.0444684996864201,26.95895614,18.32253748,726.785316158444,335.715379706005,0,0.166666666666667,"00000000000001100"
"2660-75720","VERSBETMD1",2013-05-23,"SY","F",8.8,59,"CACH",2013,-0.646906924931599,2.339798149,7.6317253,5.47465537806383,58.2432310546601,0,0,"00000000000001110"
"2660-75743","STEWBETMD1",2013-06-22,"HY","U",9.4,62.5,"CACH",2013,-0.918735460526104,10.65494417,43.13767455,113.527835265817,1860.85896558172,0,0,"00000000000001000"
"2660-75749","CAMPGLOMD1",2013-07-01,"AHY","F",9.8,58,"CACH",2013,1.09649734730986,10.51684714,43.02058961,110.604073766126,1850.77113039204,0.333333333333333,0.166666666666667,"00000000000001000"
"2660-75750","SILLSCOMD1",2013-07-02,"ASY","F",13.2,50,"HOWR",2013,2.00622285893741,36.37380132,18.83333056,1323.05342246683,354.69433998223,1.33333333333333,0.5,"00000000000001000"
"2660-75751","SILLSCOMD1",2013-07-02,"AHY","M",10.7,52,"HOWR",2013,-0.774047482226335,36.37380132,18.83333056,1323.05342246683,354.69433998223,1.33333333333333,0.5,"00000000000001000"
"2660-75756","PERRCHRMD1",2013-07-26,"HY","U",10.4,64,"CACH",2013,-0.12417448567355,0,98.61435002,0,9724.79002986707,0,0,"00000000000001000"
"2660-75761","MISSEDDC1",2014-04-25,NA,NA,NA,NA,"CACH",2014,NA,61.429,2.36,3773.522041,5.5696,NA,0.333333333333333,"00000000000000100"
"2660-75764","STURCARMD1",2014-04-24,"SY","M",NA,NA,"CACH",2014,NA,34.19656587,52.33907446,1169.40511730125,2739.37871532942,0.333333333333333,0.166666666666667,"00000000000000100"
"2660-75794","OBRICHRMD1",2014-08-06,"AHY","M",9.4,48,"HOWR",2014,-0.618189347343425,26.456,29.381,699.919936,863.243161,0.333333333333333,1.5,"00000000000000100"
"2661-07903","FISHFERVA1",2013-06-24,"AHY","F",18.3,56.5,"CARW",2013,0.0851816493754948,16.41336765,33.96080522,269.398637614067,1153.33629119078,1,0.166666666666667,"00000000000001000"
"2661-07911","GECACARVA1",2013-07-10,"HY","U",20.3,65.5,"SOSP",2013,-0.324026937698061,26.20836622,27.43229868,686.878459921637,752.53101086873,0.666666666666667,0,"00000000000001000"
"2661-07921","BURDROBVA1",2013-07-24,"AHY","F",18,58.5,"CARW",2013,-0.788067043501869,26.95895614,18.32253748,726.785316158444,335.715379706005,0,0.166666666666667,"00000000000001000"
"2661-07922","BURDROBVA1",2013-07-24,"AHY","M",19.6,64.5,"CARW",2013,-1.84916626386382,26.95895614,18.32253748,726.785316158444,335.715379706005,0,0.166666666666667,"00000000000001100"
"2661-31501","VERSBETMD1",2013-06-20,"AHY","M",19.7,60,"CARW",2013,-0.444647670998349,2.339798149,7.6317253,5.47465537806383,58.2432310546601,0,0,"00000000000001000"
"2661-31503","VERSBETMD1",2013-06-20,"SY","U",21.9,60,"CARW",2013,0.624957302590783,2.339798149,7.6317253,5.47465537806383,58.2432310546601,0,0,"00000000000001100"
"2661-31504","VERSBETMD1",2013-06-20,"AHY","M",22,64,"SOSP",2013,1.1357059238272,2.339798149,7.6317253,5.47465537806383,58.2432310546601,0,0,"00000000000001000"
"2661-31506","STEWBETMD1",2013-06-22,"AHY","M",21,64,"SOSP",2013,0.532228973056534,10.65494417,43.13767455,113.527835265817,1860.85896558172,0,0,"00000000000001000"
"2661-31507","STEWBETMD1",2013-06-22,"HY","U",23.5,66,"SOSP",2013,1.3777717816374,10.65494417,43.13767455,113.527835265817,1860.85896558172,0,0,"00000000000001000"
"2661-31512","CAMPGLOMD1",2013-07-01,"AHY","M",21.8,61,"CARW",2013,0.21097288262595,10.51684714,43.02058961,110.604073766126,1850.77113039204,0.333333333333333,0.166666666666667,"00000000000001000"
"2661-31513","CAMPGLOMD1",2013-07-01,"ASY","F",18.8,55,"CARW",2013,0.971587654558691,10.51684714,43.02058961,110.604073766126,1850.77113039204,0.333333333333333,0.166666666666667,"00000000000001000"
"2661-31514","SILLSCOMD1",2013-07-02,"AHY","M",21.9,66,"SOSP",2013,0.457359269312982,36.37380132,18.83333056,1323.05342246683,354.69433998223,1.33333333333333,0.5,"00000000000001000"
"2661-31515","SILLSCOMD1",2013-07-02,"ASY","F",20.9,62,"SOSP",2013,1.11072693976638,36.37380132,18.83333056,1323.05342246683,354.69433998223,1.33333333333333,0.5,"00000000000001000"
"2661-31516","OBRICHRMD1",2013-07-08,"HY","U",19.5,60,"CARW",2013,-0.541884486779179,26.456,29.381,699.919936,863.243161,0.333333333333333,1.5,"00000000000001000"
"2661-31517","OBRICHRMD1",2013-07-08,"HY","U",17.5,56,"CARW",2013,-0.172604825328149,26.456,29.381,699.919936,863.243161,0.333333333333333,1.5,"00000000000001000"
"2661-31523","BUISNORVA1",2013-07-20,"AHY","M",21.7,66,"SOSP",2013,0.342307705272432,3.421736318,74.63208501,11.7082794299202,5569.94811293987,0,0,"00000000000001000"
"2661-31524","BUISNORVA1",2013-07-20,"HY","U",20.9,63,"CARW",2013,-0.860765911555565,3.421736318,74.63208501,11.7082794299202,5569.94811293987,0,0,"00000000000001000"
"2661-31525","BUISNORVA1",2013-07-20,"HY","U",18.5,58,"CARW",2013,-0.357070521581848,3.421736318,74.63208501,11.7082794299202,5569.94811293987,0,0,"00000000000001000"
"2661-31527","PERRCHRMD1",2013-07-25,"HY","F",21.2,61,"CARW",2013,-0.07068161943009,0,98.61435002,0,9724.79002986707,0,0,"00000000000001100"
"2661-31528","PERRCHRMD1",2013-07-26,"AHY","M",17.1,63,"CARW",2013,-2.52653102316548,0,98.61435002,0,9724.79002986707,0,0,"00000000000001000"
"2661-31529","PERRCHRMD1",2013-07-26,"HY","U",21.1,62,"CARW",2013,-0.453610601740294,0,98.61435002,0,9724.79002986707,0,0,"00000000000001001"
"2661-31539","STEWBETMD1",2014-05-05,"U","U",NA,NA,"CARW",2014,NA,10.65494417,43.13767455,113.527835265817,1860.85896558172,0,0,"00000000000000110"
"2661-31540","STEWBETMD1",2014-05-05,"ASY","M",21.9,67,"SOSP",2014,0.165945036807614,10.65494417,43.13767455,113.527835265817,1860.85896558172,0,0,"00000000000000110"
"2661-31541","STEWBETMD1",2014-05-05,"AHY","M",20.7,67,"SOSP",2014,-0.508396444284719,10.65494417,43.13767455,113.527835265817,1860.85896558172,0,0,"00000000000000100"
"2661-31543","STEWBETMD1",2014-05-05,"AHY","F",NA,NA,"CARW",2014,NA,10.65494417,43.13767455,113.527835265817,1860.85896558172,0,0,"00000000000000110"
"2661-31544","OBRICHRMD1",2014-08-06,"HY","U",20.4,60.5,"CARW",2014,-0.277475466836706,26.456,29.381,699.919936,863.243161,0.333333333333333,1.5,"00000000000000100"
"2661-31545","OBRICHRMD1",2014-08-06,"HY","U",17.3,57,"CARW",2014,-0.644164260791557,26.456,29.381,699.919936,863.243161,0.333333333333333,1.5,"00000000000000100"
"2661-31546","WOLFKARDC1",2014-08-16,"AHY","F",19.6,64.6,"SOSP",2014,-0.483168508642407,48.631,5.22,2364.974161,27.2484,NA,0,"00000000000000100"
"2661-31551","BURDROBVA1",2015-06-01,"AHY","M",20.2,61,"SOSP",2015,0.995143787228416,26.95895614,18.32253748,726.785316158444,335.715379706005,0,0.166666666666667,"00000000000000010"
"2661-31552","BURDROBVA1",2015-06-01,"AHY","M",22.6,66,"SOSP",2015,0.860039743454917,26.95895614,18.32253748,726.785316158444,335.715379706005,0,0.166666666666667,"00000000000000010"
"2661-31560","GECACARVA1",2015-06-10,"AHY","F",20.4,61,"SOSP",2015,1.125202507826,26.20836622,27.43229868,686.878459921637,752.53101086873,0.666666666666667,0,"00000000000000011"
"2661-31561","GECACARVA1",2015-06-10,"ASY","F",21.8,57,"CARW",2015,1.79528047566992,26.20836622,27.43229868,686.878459921637,752.53101086873,0.666666666666667,0,"00000000000000010"
"2661-31562","GECACARVA1",2015-06-10,"AHY","M",19.9,57,"CARW",2015,0.765292698052852,26.20836622,27.43229868,686.878459921637,752.53101086873,0.666666666666667,0,"00000000000000010"
"2661-31565","MCDOELIVA1",2015-06-16,"AHY","M",21.4,66,"SOSP",2015,0.169730359211603,33.98009568,18.54713354,1154.64690242195,343.996162550593,0.666666666666667,0,"00000000000000011"
"2661-31566","MCDOELIVA1",2015-06-16,"HY","U",22.2,59,"CARW",2015,1.16275961596745,33.98009568,18.54713354,1154.64690242195,343.996162550593,0.666666666666667,0,"00000000000000010"
"2661-31567","BEALTOMMD1",2015-06-18,"AHY","F",22.9,62,"CARW",2015,0.362690543406894,8.157654453,65.96875845,66.5473261745507,4351.87709143445,0.333333333333333,0,"00000000000000011"
"2661-31568","LANDCELVA1",2015-06-20,"HY","U",19.5,61,"CARW",2015,-0.868702708588865,16.06148664,38.44345769,257.971353086898,1477.89943916282,0.333333333333333,0.166666666666667,"00000000000000010"
"2661-31569","LANDCELVA1",2015-06-20,"AHY","M",18.5,60,"CARW",2015,-1.02806856568333,16.06148664,38.44345769,257.971353086898,1477.89943916282,0.333333333333333,0.166666666666667,"00000000000000011"
"2661-31570","LANDCELVA1",2015-06-20,"HY","U",21,66,"SOSP",2015,-0.0603727688695008,16.06148664,38.44345769,257.971353086898,1477.89943916282,0.333333333333333,0.166666666666667,"00000000000000010"
"2661-31571","LANDCELVA1",2015-06-20,"AHY","F",19,57,"CARW",2015,0.277403750760556,16.06148664,38.44345769,257.971353086898,1477.89943916282,0.333333333333333,0.166666666666667,"00000000000000010"
"2661-31574","NEWBCARVA1",2015-06-22,"AHY","F",19.4,57,"CARW",2015,0.494243282890464,0.000842028,92.1379243,7.09011152784e-07,8489.39709431253,0,0,"00000000000000010"
"2661-31578","EGANMARMD1",2015-06-26,"AHY","F",22.4,58,"CARW",2015,1.68050102787384,29.23324761,25.89846216,854.582765827571,670.730342252952,1,0.166666666666667,"00000000000000010"
"2661-31586","WOLFKARDC1",2015-07-05,"AHY","M",21.9,67,"SOSP",2015,0.165945036807614,48.631,5.22,2364.974161,27.2484,NA,0,"00000000000000011"
"2661-31597","CLARCOLDC1",2015-07-14,"AHY","M",21.6,67,"SOSP",2015,-0.00264033346546929,63.33814942,2.679418486,4011.72117195025,7.17928342311853,0.333333333333333,0,"00000000000000010"
"2661-31598","CLARCOLDC1",2015-07-14,"HY","U",14.7,60,"SOSP",2015,-2.33237380622273,63.33814942,2.679418486,4011.72117195025,7.17928342311853,0.333333333333333,0,"00000000000000010"
"2661-31599","CLARCOLDC1",2015-07-14,"AHY","F",19.8,63,"SOSP",2015,0.104528619105027,63.33814942,2.679418486,4011.72117195025,7.17928342311853,0.333333333333333,0,"00000000000000010"
"2661-31600","PIROELADC1",2015-07-15,"HY","U",17.7,56,"CARW",2015,-0.0600348916129275,47.63817169,14.99615988,2269.39540196592,224.884811146522,0.666666666666667,0.333333333333333,"00000000000000010"
"2661-31864","BALASUCMD1",2015-05-16,"AHY","F",31.6,60,"CARW",2015,NA,14.83659224,65.48449142,220.124469296028,4288.21861653605,0,0,"00000000000000010"
"2661-31873","ONTAHOUDC1",2015-06-16,"AHY","F",21.9,61,"SOSP",2015,2.10064291230787,57.91625032,3.203243752,3354.2920511289,10.260770534727,0.333333333333333,0,"00000000000000011"
"2661-31882","BUISNORVA1",2015-07-06,"AHY","M",20.5,65,"SOSP",2015,-0.0644430297574492,3.421736318,74.63208501,11.7082794299202,5569.94811293987,0,0,"00000000000000010"
"2661-31883","BUISNORVA1",2015-07-06,"AHY","F",20,59,"CARW",2015,0.0543130388939937,3.421736318,74.63208501,11.7082794299202,5569.94811293987,0,0,"00000000000000010"
"2661-31884","SCHLROBMD1",2015-07-10,"AHY","F",21,60,"CARW",2015,0.187391631577048,0,60.11733485,0,3614.09394946702,0.333333333333333,0,"00000000000000010"
"2661-31885","VONGJENMD1",2015-07-08,"AHY","F",22.2,65,"SOSP",2015,0.937009884278111,17.46857133,39.74295739,305.150984311298,1579.50266210336,0.333333333333333,0,"00000000000000010"
"2661-31886","SCHLROBMD1",2015-07-10,"AHY","F",21.1,63,"CARW",2015,-0.773094063576095,0,60.11733485,0,3614.09394946702,0.333333333333333,0,"00000000000000010"
"2661-31887","STANJEFMD1",2015-07-13,"AHY","F",21.7,55,"CARW",2015,2.66748014774537,3.963088948,63.17800932,15.7060740097597,3991.46086163801,0.333333333333333,0,"00000000000000010"
"2661-31888","STANJEFMD1",2015-07-13,"AHY","U",21.2,65,"CARW",2015,-1.3256611545666,3.963088948,63.17800932,15.7060740097597,3991.46086163801,0.333333333333333,0,"00000000000000010"
"2661-31889","OLONMARDC1",2015-07-14,"AHY","F",19.7,62,"CARW",2015,-1.08851149241033,29.959,26.327,897.541681,693.110929,NA,0.333333333333333,"00000000000000010"
"2661-31890","BLOCDAVMD1",2015-07-15,"AHY","F",19.3,60,"CARW",2015,-0.639121302560009,18.61439418,52.86125445,346.495670688418,2794.31222202764,0,1.33333333333333,"00000000000000010"
"2661-31891","VERSBETMD1",2015-07-16,"AHY","F",20.1,60,"CARW",2015,-0.250174039436687,2.339798149,7.6317253,5.47465537806383,58.2432310546601,0,0,"00000000000000010"
"2661-31892","VERSBETMD1",2015-07-16,"AHY","U",21.6,59,"CARW",2015,0.860456004038325,2.339798149,7.6317253,5.47465537806383,58.2432310546601,0,0,"00000000000000010"
"2661-31893","OBRICHRMD1",2015-07-20,"AHY","F",19.9,60,"CARW",2015,-0.347410855217519,26.456,29.381,699.919936,863.243161,0.333333333333333,1.5,"00000000000000010"
"2661-31894","OBRICHRMD1",2015-07-20,"HY","U",17.9,55,"CARW",2015,0.445276191155926,26.456,29.381,699.919936,863.243161,0.333333333333333,1.5,"00000000000000010"
"2661-31897","SILLSCOMD1",2015-07-23,"HY","U",17.9,56,"CARW",2015,0.0525350421022961,36.37380132,18.83333056,1323.05342246683,354.69433998223,1.33333333333333,0.5,"00000000000000010"
"2690-08430","KEYESUSMD1",2012-06-11,"AHY","F",9,56,"CACH",2012,0.66864468856858,1.348740725,64.01294036,1.81910154327353,4097.65653353292,0,0,"00000000000010001"
"2690-08431","KEYESUSMD1",2012-06-11,"AHY","F",8.9,58,"CACH",2012,-0.181099649727563,1.348740725,64.01294036,1.81910154327353,4097.65653353292,0,0,"00000000000010000"
"2690-08432","KEYESUSMD1",2012-06-11,"HY","U",9.8,60,"CACH",2012,0.39036893142534,1.348740725,64.01294036,1.81910154327353,4097.65653353292,0,0,"00000000000010000"
"2690-08433","KEYESUSMD1",2012-06-11,"HY","U",9.5,60,"CACH",2012,-0.013880558257339,1.348740725,64.01294036,1.81910154327353,4097.65653353292,0,0,"00000000000010000"
"2690-08434","KEYESUSMD1",2012-06-11,"AHY","F",9.7,60,"CACH",2012,0.255619101531113,1.348740725,64.01294036,1.81910154327353,4097.65653353292,0,0,"00000000000010000"
"2690-08455","GECACARVA1",2012-06-26,"AHY","M",10.4,48,"HOWR",2012,0.305092479306258,26.20836622,27.43229868,686.878459921637,752.53101086873,0.666666666666667,0,"00000000000010000"
"2690-08466","MANNJANDC1",2012-07-11,"U","U",9.2,59,"CACH",2012,-0.0938065852371851,6.894112475,60.19210468,47.5287868179506,3623.08946580808,0.666666666666667,0.166666666666667,"00000000000010000"
"2690-08491","BARBJERMD1",2013-07-11,"HY","F",9.5,64,"CACH",2013,-1.22242890118141,14.53846335,38.09019673,211.366916579293,1450.8630869301,0,0.166666666666667,"00000000000001000"
"2690-18939","GECACARVA1",2013-05-06,"SY","M",9.9,62,"CACH",2013,-0.130357435588372,26.20836622,27.43229868,686.878459921637,752.53101086873,0.666666666666667,0,"00000000000001000"
"2690-18940","FISHFERVA1",2013-05-06,"ASY","M",9.5,59.5,"CACH",2013,0.151784429505373,16.41336765,33.96080522,269.398637614067,1153.33629119078,1,0.166666666666667,"00000000000001000"
"2690-18941","FISHFERVA1",2013-05-06,"AHY","M",11,48.5,"HOWR",2013,0.666757986201287,16.41336765,33.96080522,269.398637614067,1153.33629119078,1,0.166666666666667,"00000000000001100"
"2690-18954","GECACARVA1",2013-05-14,"ASY","F",9.1,59.5,"CACH",2013,-0.39419025797733,26.20836622,27.43229868,686.878459921637,752.53101086873,0.666666666666667,0,"00000000000001110"
"2690-18990","FISHFERVA1",2013-06-24,"ASY","F",10.1,63,"CACH",2013,-0.188381340740634,16.41336765,33.96080522,269.398637614067,1153.33629119078,1,0.166666666666667,"00000000000001000"
"2690-18991","FISHFERVA1",2013-06-24,"AHY","F",9.7,47.5,"HOWR",2013,-0.166527611142209,16.41336765,33.96080522,269.398637614067,1153.33629119078,1,0.166666666666667,"00000000000001000"
"2690-95950","CAMPROSMD1",2014-06-09,NA,NA,NA,NA,"HOWR",2014,NA,6.690999457,68.94950162,44.7694737335743,4754.03377364638,0,0,"00000000000000100"
"2690-95951","CAMPROSMD1",2014-06-09,"AHY","M",9.5,49,"HOWR",2014,-0.853221808567588,6.690999457,68.94950162,44.7694737335743,4754.03377364638,0,0,"00000000000000100"
"2690-95952","CAMPROSMD1",2014-06-09,"AHY","F",9.3,49.5,"HOWR",2014,-1.18435393007165,6.690999457,68.94950162,44.7694737335743,4754.03377364638,0,0,"00000000000000100"
"2690-95953","CAMPROSMD1",2014-06-09,"HY","U",10,61.5,"CACH",2014,0.158183114179499,6.690999457,68.94950162,44.7694737335743,4754.03377364638,0,0,"00000000000000100"
"2690-95954","COLSKATMD1",2014-06-12,"HY","F",10.5,57.5,"CACH",2014,2.28980322575792,14.05393675,55.65338119,197.513138173001,3097.29883787945,0,0,"00000000000000111"
"2690-95955","VONGJENMD1",2014-06-14,"AHY","M",10.4,50,"HOWR",2014,-0.391438645229709,17.46857133,39.74295739,305.150984311298,1579.50266210336,0.333333333333333,0,"00000000000000100"
"2690-95956","VONGJENMD1",2014-06-14,"AHY","F",11,51,"HOWR",2014,-0.215536276464372,17.46857133,39.74295739,305.150984311298,1579.50266210336,0.333333333333333,0,"00000000000000100"
"2690-95957","VONGJENMD1",2014-06-14,"U","U",NA,NA,"HOWR",2014,NA,17.46857133,39.74295739,305.150984311298,1579.50266210336,0.333333333333333,0,"00000000000000100"
"2690-95958","VERSBETMD1",2014-06-21,"AHY","F",8.5,57,"CACH",2014,-0.422123298720102,2.339798149,7.6317253,5.47465537806383,58.2432310546601,0,0,"00000000000000100"
"2690-95962","VERSBETMD1",2014-06-21,"HY","U",9.7,61.5,"CACH",2014,-0.231015811192149,2.339798149,7.6317253,5.47465537806383,58.2432310546601,0,0,"00000000000000100"
"2690-95963","VERSBETMD1",2014-06-21,"HY","F",10.5,61,"CACH",2014,0.978789900306855,2.339798149,7.6317253,5.47465537806383,58.2432310546601,0,0,"00000000000000111"
"2690-95964","ZAMBTRAMD1",2014-06-22,"AHY","M",11,50,"HOWR",2014,0.122345962806101,17.42568587,38.9206214,303.654528039918,1514.81477016214,0.333333333333333,0.333333333333333,"00000000000000100"
"2690-95971","CAMPGLOMD1",2014-06-26,"AHY","F",8.4,67,"CACH",2014,-3.26144598189179,10.51684714,43.02058961,110.604073766126,1850.77113039204,0.333333333333333,0.166666666666667,"00000000000000100"
"2690-95972","MANNJANDC1",2014-06-29,"AHY","M",10.6,47.5,"HOWR",2014,0.680633194634844,6.894112475,60.19210468,47.5287868179506,3623.08946580808,0.666666666666667,0.166666666666667,"00000000000000100"
"2690-95985","BURDROBVA1",2015-04-30,"ASY","M",9.7,61,"CACH",2015,-0.0721742367229082,26.95895614,18.32253748,726.785316158444,335.715379706005,0,0.166666666666667,"00000000000000010"
"2690-95986","NEWBCARVA1",2015-04-30,"AHY","M",9.6,60.5,"CACH",2015,-0.0430379194278424,0.000842028,92.1379243,7.09011152784e-07,8489.39709431253,0,0,"00000000000000011"
"2690-95995","CAMPGLOMD1",2015-05-12,"ASY","M",9.39,61,"CACH",2015,-0.479422839821937,10.51684714,43.02058961,110.604073766126,1850.77113039204,0.333333333333333,0.166666666666667,"00000000000000011"
"2690-96060","STUECHRVA2",2015-04-19,"AHY","F",10.6,60,"CACH",2015,1.46836757057914,20.95810204,34.6713384,439.242041119052,1202.10170644731,0,0,"00000000000000010"
"2690-96061","STUECHRVA2",2015-04-19,"ASY","M",10.4,64,"CACH",2015,-0.12417448567355,20.95810204,34.6713384,439.242041119052,1202.10170644731,0,0,"00000000000000010"
"2690-96062","STUECHRVA2",2015-04-19,"SY","M",10.6,65,"CACH",2015,-0.18462796708588,20.95810204,34.6713384,439.242041119052,1202.10170644731,0,0,"00000000000000010"
"2690-96064","VONGJENMD1",2015-04-20,"SY","F",10.3,60,"CACH",2015,1.06411808089647,17.46857133,39.74295739,305.150984311298,1579.50266210336,0.333333333333333,0,"00000000000000010"
"2690-96065","VONGJENMD1",2015-04-20,"ASY","M",10.5,65,"CACH",2015,-0.303783499454964,17.46857133,39.74295739,305.150984311298,1579.50266210336,0.333333333333333,0,"00000000000000010"
"2690-96069","ROHRSALMD1",2015-04-22,"ASY","M",10.1,63,"CACH",2015,-0.188381340740634,0.463756779,61.16224778,0.215070350068455,3740.82055350212,1.33333333333333,0,"00000000000000010"
"2690-96070","ROHRSALMD1",2015-04-22,"SY","M",10.6,63.5,"CACH",2015,0.276711302407437,0.463756779,61.16224778,0.215070350068455,3740.82055350212,1.33333333333333,0,"00000000000000010"
"2690-96085","FISHFERVA1",2015-05-02,"AHY","U",10.8,49,"HOWR",2015,0.302247846386909,16.41336765,33.96080522,269.398637614067,1153.33629119078,1,0.166666666666667,"00000000000000010"
"2710-25919","STEWBETMD1",2013-05-13,"SY","F",9.3,58.5,"CACH",2013,0.213739881357834,10.65494417,43.13767455,113.527835265817,1860.85896558172,0,0,"00000000000001000"
"2710-25921","CAMPGLOMD1",2013-05-13,"ASY","M",9.7,64.75,"CACH",2013,-1.18838658953299,10.51684714,43.02058961,110.604073766126,1850.77113039204,0.333333333333333,0.166666666666667,"00000000000001000"
"2710-25926","COLSKATMD1",2013-05-13,"ASY","F",9,59,"CACH",2013,-0.370356755084393,14.05393675,55.65338119,197.513138173001,3097.29883787945,0,0,"00000000000001010"
"2710-25929","VONGJENMD1",2013-05-17,"ASY","F",9,58,"CACH",2013,-0.0391444278345153,17.46857133,39.74295739,305.150984311298,1579.50266210336,0.333333333333333,0,"00000000000001010"
"2710-25933","STEWBETMD1",2013-05-18,"SY","M",8.2,60,"CACH",2013,-1.76562834688227,10.65494417,43.13767455,113.527835265817,1860.85896558172,0,0,"00000000000001110"
"2710-25937","CAMPGLOMD1",2013-05-19,"SY","F",9.3,60.25,"CACH",2013,-0.363190571390639,10.51684714,43.02058961,110.604073766126,1850.77113039204,0.333333333333333,0.166666666666667,"00000000000001000"
"2710-25944","MORRCHRVA1",2013-05-21,"SY","M",10.2,63,"CACH",2013,-0.0633641817558018,0.253957472,40.52244712,0.0644943975846308,1642.0687205932,0,0,"00000000000001011"
"2710-25945","MORRCHRVA1",2013-05-21,"SY","M",10.1,63,"CACH",2013,-0.188381340740634,0.253957472,40.52244712,0.0644943975846308,1642.0687205932,0,0,"00000000000001000"
