"bandNumber","site","bandDate","age","sex","mass","wing","species","bandYear","bci","imp","can","imp2","can2","cCats","tCats","ch"
"1951-41270","VERSBETMD1",2005-05-26,"AHY","M",43.6,90,"NOCA",2005,0.658246171132834,2.339798149,7.6317253,5.47465537806383,58.2432310546601,0,0,"00000100000000000"
"1951-41284","COLSKATMD1",2005-06-09,"AHY","F",40.6,92,"NOCA",2005,-0.680123451587949,14.05393675,55.65338119,197.513138173001,3097.29883787945,0,0,"00000100000000000"
"1951-41285","COLSKATMD1",2005-06-09,"AHY","M",35.2,94,"GRCA",2005,-1.27661312689863,14.05393675,55.65338119,197.513138173001,3097.29883787945,0,0,"00000101000000000"
"1951-41286","COLSKATMD1",2005-06-09,"AHY","F",34.8,90,"GRCA",2005,-0.539489993751055,14.05393675,55.65338119,197.513138173001,3097.29883787945,0,0,"00000100000000000"
"1961-24093","BRIGKIMMD1",2005-04-22,"AHY","M",20.2,66,"SOSP",2005,-0.52057902503171,47.5602789,6.773998588,2261.98012904579,45.887056870226,0,0.5,"00000100000000000"
"1961-24123","SALOSHEMD1",2004-06-24,"AHY","U",20.6,61,"CARW",2004,-0.352336121486128,19.82525979,44.62693072,393.040925740991,1991.56294548768,0,0,"00001000000000000"
"1991-21136","BUISNORVA1",2007-06-30,"AHY","F",43.6,90,"NOCA",2007,0.658246171132834,3.421736318,74.63208501,11.7082794299202,5569.94811293987,0,0,"00000001011000000"
"1991-21137","BUISNORVA1",2007-06-30,"AHY","M",34.8,92,"GRCA",2007,-0.970714216372495,3.421736318,74.63208501,11.7082794299202,5569.94811293987,0,0,"00000001000000000"
"1991-21138","NEWBCARVA1",2007-07-02,"AHY","F",41.2,91,"NOCA",2007,-0.281309481945757,0.000842028,92.1379243,7.09011152784e-07,8489.39709431253,0,0,"00000001111111000"
"1991-21142","MCDOELIVA1",2007-07-12,"AHY","M",33.8,94,"GRCA",2007,-1.61453958620341,33.98009568,18.54713354,1154.64690242195,343.996162550593,0.666666666666667,0,"00000001001000000"
"1991-21145","PADORAMVA1",2007-07-14,"AHY","F",39.8,91,"NOCA",2007,-0.682945486625585,15.11515326,47.60664292,228.467858073289,2266.39245011239,0,0,"00000001000000000"
"1991-21146","PADORAMVA1",2007-07-14,"HY","M",34,86,"GRCA",2007,0.186351212007545,15.11515326,47.60664292,228.467858073289,2266.39245011239,0,0,"00000001000000000"
"1991-21151","BRIGKIMMD1",2007-07-19,"HY","U",34.1,87,"GRCA",2007,-0.0325086666218468,47.5602789,6.773998588,2261.98012904579,45.887056870226,0,0.5,"00000001010000000"
"1991-21152","BRIGKIMMD1",2007-07-19,"HY","U",41.3,90,"NOCA",2007,-0.0148271743188959,47.5602789,6.773998588,2261.98012904579,45.887056870226,0,0.5,"00000001000000000"
"1991-46104","REITBOBMD1",2006-11-08,"AHY","F",41,90,"NOCA",2006,-0.102619349812598,20.05853178,26.15622598,402.34469716927,684.148157516827,0,0.833333333333333,"00000010000000000"
"1991-46121","CAMPROSMD1",2007-05-23,"AHY","M",44.6,91,"NOCA",2007,0.69409224370525,6.690999457,68.94950162,44.7694737335743,4754.03377364638,0,0,"00000001000010000"
"1991-46122","CAMPROSMD1",2007-05-23,"AHY","F",38.8,87,"GRCA",2007,1.31002926333213,6.690999457,68.94950162,44.7694737335743,4754.03377364638,0,0,"00000001000000000"
"1991-46123","FARYSIMMD1",2007-05-25,"AHY","M",33.6,87,"GRCA",2007,-0.175331850659505,37.24653924,20.51843583,1387.30468535686,421.006208909828,0.333333333333333,0.166666666666667,"00000001000000000"
"1991-46124","BLOCDAVMD1",2007-05-26,"HY","M",42.2,95,"NOCA",2007,-0.895664243255967,18.61439418,52.86125445,346.495670688418,2794.31222202764,0,1.33333333333333,"00000001000000000"
"1991-46129","OBRICHRMD1",2007-06-02,"AHY","M",32.8,87,"GRCA",2007,-0.403848945119758,26.456,29.381,699.919936,863.243161,0.333333333333333,1.5,"00000001000000000"
"1991-46136","SALOSHEMD1",2007-06-19,"AHY","M",34,86,"GRCA",2007,0.186351212007545,19.82525979,44.62693072,393.040925740991,1991.56294548768,0,0,"00000001000000000"
"1991-46139","PHARAIMMD1",2007-06-26,"AHY","M",38.3,91,"NOCA",2007,-1.11326977735397,0.654714774,83.85746467,0.428651435293871,7032.0743808803,0,0,"00000001000000000"
"1991-46140","PHARAIMMD1",2007-06-26,"AHY","F",45.2,98,"NOCA",2007,-0.751702948702843,0.654714774,83.85746467,0.428651435293871,7032.0743808803,0,0,"00000001000000000"
"1991-46141","TATEJUAMD1",2007-06-27,"AHY","M",33.8,88,"GRCA",2007,-0.35535361648384,15.26069222,41.28186902,232.888727033569,1704.19270978444,1,0.166666666666667,"00000001111110000"
"1991-46144","JACOMERMD1",2007-06-30,"AHY","M",35.5,90,"GRCA",2007,-0.353757468550845,35.1344684,18.71693432,1234.4308697506,350.323630339194,0,0,"00000001000000000"
"1991-46152","GERYERIMD1",2007-07-07,"AHY","M",34.7,90,"GRCA",2007,-0.566023211636799,32.225,21.482,1038.450625,461.476324,NA,0.166666666666667,"00000001000000000"
"1991-46154","GECACARVA1",2007-07-13,"U","U",33.6,88,"GRCA",2007,-0.411079629510503,26.20836622,27.43229868,686.878459921637,752.53101086873,0.666666666666667,0,"00000001000000000"
"1991-46162","ZAMBTRAMD1",2007-07-23,"AHY","M",35.9,89,"NOCA",2007,-1.38185584602545,17.42568587,38.9206214,303.654528039918,1514.81477016214,0.333333333333333,0.333333333333333,"00000001110000000"
"1991-46163","ZAMBTRAMD1",2007-07-23,"HY","F",36.2,88,"NOCA",2007,-1.07040129965761,17.42568587,38.9206214,303.654528039918,1514.81477016214,0.333333333333333,0.333333333333333,"00000001000000000"
"1991-46164","ZAMBTRAMD1",2007-07-23,"AHY","F",34.1,85,"NOCA",2007,-1.04152779147484,17.42568587,38.9206214,303.654528039918,1514.81477016214,0.333333333333333,0.333333333333333,"00000001111000000"
"1991-46168","JACOMERMD1",2007-07-28,"AHY","F",46,86,"NOCA",2007,2.50738145796018,35.1344684,18.71693432,1234.4308697506,350.323630339194,0,0,"00000001000000000"
"1991-46179","SCHLROBMD1",2008-06-19,"AHY","F",47.6,95,"NOCA",2008,0.538178957923157,0,60.11733485,0,3614.09394946702,0.333333333333333,0,"00000000100000000"
"1991-46180","SCHLROBMD1",2008-06-19,"AHY","F",48.2,87,"NOCA",2008,2.89109008383323,0,60.11733485,0,3614.09394946702,0.333333333333333,0,"00000000100000000"
"1991-46181","SCHLROBMD1",2008-06-19,"AHY","M",35.9,90,"GRCA",2008,-0.247624597007868,0,60.11733485,0,3614.09394946702,0.333333333333333,0,"00000000110000000"
"1991-46182","BEALTOMMD1",2008-06-20,"AHY","F",39.5,90,"NOCA",2008,-0.541580227281115,8.157654453,65.96875845,66.5473261745507,4351.87709143445,0.333333333333333,0,"00000000100000000"
"1991-46183","BEALTOMMD1",2008-06-20,"AHY","F",42,90,"NOCA",2008,0.190021235166414,8.157654453,65.96875845,66.5473261745507,4351.87709143445,0.333333333333333,0,"00000000100000000"
"1991-46187","STURCARMD1",2008-07-02,"AHY","F",24.9,86,"GRCA",2008,-2.47925318131535,34.19656587,52.33907446,1169.40511730125,2739.37871532942,0.333333333333333,0.166666666666667,"00000000110011000"
"1991-46188","STURCARMD1",2008-07-02,"AHY","F",33.5,87,"GRCA",2008,-0.203896487467038,34.19656587,52.33907446,1169.40511730125,2739.37871532942,0.333333333333333,0.166666666666667,"00000000100000000"
"202-99040","FARYSIMMD1",2008-06-13,"AHY","M",47.5,115,"NOMO",2008,-1.41332530915802,37.24653924,20.51843583,1387.30468535686,421.006208909828,0.333333333333333,0.166666666666667,"00000000100000000"
"2241-17612","VERSBETMD1",2005-05-26,"AHY","M",20,65,"SOSP",2005,-0.358988004473792,2.339798149,7.6317253,5.47465537806383,58.2432310546601,0,0,"00000111100000000"
"2241-17613","TATEJUAMD1",2005-06-08,"HY","U",17.4,56,"CARW",2005,-0.22888979218576,15.26069222,41.28186902,232.888727033569,1704.19270978444,1,0.166666666666667,"00000110000000000"
"2241-17615","MOSMCARMD1",2005-06-11,"AHY","M",22,59.5,"CARW",2005,0.865235980283141,8.649559101,28.26881615,74.8148726416919,799.125966522501,0.666666666666667,0.166666666666667,"00000100000000000"
"2241-17619","BEALTOMMD1",2005-06-19,"AHY","M",20.4,61,"CARW",2005,-0.446220955504808,8.157654453,65.96875845,66.5473261745507,4351.87709143445,0.333333333333333,0,"00000100000000000"
"2241-17620","BLOCDAVMD1",2005-06-23,"AHY","M",21.4,66,"SOSP",2005,0.169730359211603,18.61439418,52.86125445,346.495670688418,2794.31222202764,0,1.33333333333333,"00000100110000000"
"2241-17622","ROHRSALMD1",2005-07-01,"AHY","F",NA,NA,"CARW",2005,NA,0.463756779,61.16224778,0.215070350068455,3740.82055350212,1.33333333333333,0,"00000100000000000"
"2241-17707","OBRICHRMD1",2005-05-02,"AHY","U",19.5,58,"CARW",2005,0.165383721868329,26.456,29.381,699.919936,863.243161,0.333333333333333,1.5,"00000100000000000"
"2241-17722","COLSKATMD1",2005-06-09,"AHY","M",23.4,60,"CARW",2005,1.35423342094701,14.05393675,55.65338119,197.513138173001,3097.29883787945,0,0,"00000100100000000"
"2241-17736","MOLIKARMD1",2005-07-20,"HY","U",17.9,57.5,"CARW",2005,-0.497110746098405,36.94675413,8.527011599,1365.06264074267,72.7099268094805,1,0.5,"00000100000000000"
"2241-17737","MOLIKARMD1",2005-07-20,"AHY","U",18.1,60,"CARW",2005,-1.22254219724499,36.94675413,8.527011599,1365.06264074267,72.7099268094805,1,0.5,"00000100000000000"
"2241-18003","BROWANNDC1",2005-05-19,"AHY","F",23,63,"SOSP",2005,2.0835695261325,73.30393319,0.098821132,5373.46662112398,0.00976561612976143,0,0,"00000100000000000"
"2241-18004","MISSEDDC1",2005-05-23,"SY","M",20.2,60.5,"CARW",2005,-0.373014668391346,61.429,2.36,3773.522041,5.5696,NA,0.333333333333333,"00000100000000000"
"2241-18014","STANJEFMD1",2005-07-18,"AHY","U",20.4,60,"CARW",2005,-0.104318815765444,3.963088948,63.17800932,15.7060740097597,3991.46086163801,0.333333333333333,0,"00000100000000000"
"2250-20393","BROWANNDC1",2003-05-20,"AHY","M",10,63,"CACH",2003,-0.313398499725468,73.30393319,0.098821132,5373.46662112398,0.00976561612976143,0,0,"00010000000000000"
"2250-20394","BROWANNDC1",2003-05-20,"AHY","F",7.8,58,"CACH",2003,-1.74260709055108,73.30393319,0.098821132,5373.46662112398,0.00976561612976143,0,0,"00010000000000000"
"2250-20395","BROWANNDC1",2003-05-20,"AHY","M",10.9,50,"HOWR",2003,0.0367151948001328,73.30393319,0.098821132,5373.46662112398,0.00976561612976143,0,0,"00010000000000000"
"2250-24001","PERRCHRMD1",2001-04-17,"AHY","U",9.9,65,"CACH",2001,-1.01871669366947,0,98.61435002,0,9724.79002986707,0,0,"01100000000000000"
"2250-24020","MOSMCARMD1",2001-05-03,"AHY","M",10.5,64,"CACH",2001,-0.00214621728378786,8.649559101,28.26881615,74.8148726416919,799.125966522501,0.666666666666667,0.166666666666667,"01010000000000000"
"2250-24021","MOSMCARMD1",2001-05-03,"AHY","M",11,49,"HOWR",2001,0.480012408687599,8.649559101,28.26881615,74.8148726416919,799.125966522501,0.666666666666667,0.166666666666667,"01000000000000000"
"2250-24026","ONTAHOUDC1",2001-05-15,"AHY","M",9.6,60,"CACH",2001,0.120869271636888,57.91625032,3.203243752,3354.2920511289,10.260770534727,0.333333333333333,0,"01000000000000000"
"2250-24027","REITBOBMD1",2001-05-15,"ASY","M",11.4,49,"HOWR",2001,0.835541533288984,20.05853178,26.15622598,402.34469716927,684.148157516827,0,0.833333333333333,"01010000000000000"
"2250-24028","TATEJUAMD1",2001-05-16,"AHY","M",10.8,52.5,"HOWR",2001,-0.844922192968728,15.26069222,41.28186902,232.888727033569,1704.19270978444,1,0.166666666666667,"01000000000000000"
"2250-24029","TATEJUAMD1",2001-05-16,"AHY","M",9.2,61,"CACH",2001,-0.729026822366509,15.26069222,41.28186902,232.888727033569,1704.19270978444,1,0.166666666666667,"01110000000000000"
"2250-24030","TATEJUAMD1",2001-05-16,"AHY","F",13,52,"HOWR",2001,1.05799731982371,15.26069222,41.28186902,232.888727033569,1704.19270978444,1,0.166666666666667,"01111100000000000"
"2250-24043","CAMPGLOMD1",2001-05-31,"AHY","M",10.4,65,"CACH",2001,-0.422939031824047,10.51684714,43.02058961,110.604073766126,1850.77113039204,0.333333333333333,0.166666666666667,"01000000000000000"
"2250-24044","CAMPGLOMD1",2001-05-31,"AHY","F",9.7,63,"CACH",2001,-0.688449976679966,10.51684714,43.02058961,110.604073766126,1850.77113039204,0.333333333333333,0.166666666666667,"01100000000000000"
"2250-24058","STURCARMD1",2001-06-13,"AHY","M",10.8,52,"HOWR",2001,-0.694393360398071,34.19656587,52.33907446,1169.40511730125,2739.37871532942,0.333333333333333,0.166666666666667,"01000000000000000"
"2250-24059","STURCARMD1",2001-06-13,"AHY","F",9.6,59,"CACH",2001,0.459293754457231,34.19656587,52.33907446,1169.40511730125,2739.37871532942,0.333333333333333,0.166666666666667,"01110000000000000"
"2250-24060","STURCARMD1",2001-06-13,"HY","U",9.6,62,"CACH",2001,-0.514744010213232,34.19656587,52.33907446,1169.40511730125,2739.37871532942,0.333333333333333,0.166666666666667,"01000000000000000"
"2250-24061","STURCARMD1",2001-06-13,"HY","U",9.8,59,"CACH",2001,0.735843924304442,34.19656587,52.33907446,1169.40511730125,2739.37871532942,0.333333333333333,0.166666666666667,"01001100000000000"
"2250-24062","STURCARMD1",2001-06-13,"HY","U",10.3,65,"CACH",2001,-0.542094564193131,34.19656587,52.33907446,1169.40511730125,2739.37871532942,0.333333333333333,0.166666666666667,"01000000000000000"
"2250-24072","COLSKATMD1",2001-06-20,"AHY","M",10.6,47,"HOWR",2001,0.87732015107222,14.05393675,55.65338119,197.513138173001,3097.29883787945,0,0,"01100000000000000"
"2250-24073","SALOSHEMD1",2001-06-25,"AHY","M",10.5,50,"HOWR",2001,-0.305807877223741,19.82525979,44.62693072,393.040925740991,1991.56294548768,0,0,"01000000000000000"
"2250-24169","BRIGKIMMD1",2003-06-15,"AHY","F",11.1,48.5,"HOWR",2003,0.75733795441994,47.5602789,6.773998588,2261.98012904579,45.887056870226,0,0.5,"00010000000000000"
"2250-24183","SALOSHEMD1",2003-07-08,"AHY","M",9.5,49,"HOWR",2003,-0.853221808567588,19.82525979,44.62693072,393.040925740991,1991.56294548768,0,0,"00010000000000000"
"2250-24225","SCHLROBMD1",2001-05-15,"AHY","M",10.6,54,"HOWR",2001,-1.42153116559395,0,60.11733485,0,3614.09394946702,0.333333333333333,0,"01000000000000000"
"2250-24226","SCHLROBMD1",2001-05-15,"AHY","F",9.8,62,"CACH",2001,-0.258486293796657,0,60.11733485,0,3614.09394946702,0.333333333333333,0,"01000000000000000"
"2250-24227","SCHLROBMD1",2001-05-15,"AHY","U",11.1,51,"HOWR",2001,-0.132977165179046,0,60.11733485,0,3614.09394946702,0.333333333333333,0,"01000000000000000"
"2250-24233","FARYSIMMD1",2001-05-23,"AHY","M",11.5,50.5,"HOWR",2001,0.371392312501174,37.24653924,20.51843583,1387.30468535686,421.006208909828,0.333333333333333,0.166666666666667,"01000000000000000"
"2250-24240","OBRICHRMD1",2001-05-31,"AHY","M",10,60,"CACH",2001,0.659868591213789,26.456,29.381,699.919936,863.243161,0.333333333333333,1.5,"01000000000000000"
"2250-24244","BLOCDAVMD1",2001-06-02,"AHY","M",11,49.5,"HOWR",2001,0.298609919307272,18.61439418,52.86125445,346.495670688418,2794.31222202764,0,1.33333333333333,"01000000000000000"
"2250-24245","BLOCDAVMD1",2001-06-02,"AHY","U",NA,NA,"CACH",2001,NA,18.61439418,52.86125445,346.495670688418,2794.31222202764,0,1.33333333333333,"01100000000000000"
"2250-24246","BLOCDAVMD1",2001-06-02,"AHY","F",10.3,60,"CACH",2001,1.06411808089647,18.61439418,52.86125445,346.495670688418,2794.31222202764,0,1.33333333333333,"01100000000000000"
"2250-24329","SALOSHEMD1",2002-05-22,"AHY","F",11.4,49,"HOWR",2002,0.835541533288984,19.82525979,44.62693072,393.040925740991,1991.56294548768,0,0,"00100000000000000"
"2250-24330","SALOSHEMD1",2002-05-22,"AHY","M",11.5,51,"HOWR",2002,0.197259279962267,19.82525979,44.62693072,393.040925740991,1991.56294548768,0,0,"00100000000000000"
"2250-24332","MANNJANDC1",2002-05-30,"AHY","M",10.1,51,"HOWR",2002,-0.958568278032323,6.894112475,60.19210468,47.5287868179506,3623.08946580808,0.666666666666667,0.166666666666667,"00110000000000000"
"2250-24369","SCHLROBMD1",2002-09-17,"U","U",9.2,61,"CACH",2002,-0.729026822366509,0,60.11733485,0,3614.09394946702,0.333333333333333,0,"00100000000000000"
"2250-24370","SCHLROBMD1",2002-09-17,"AHY","U",9.1,64,"CACH",2002,-1.71054197474045,0,60.11733485,0,3614.09394946702,0.333333333333333,0,"00100000000000000"
"2250-24372","SCHLROBMD1",2002-09-17,"HY","U",8.4,60,"CACH",2002,-1.49612868709382,0,60.11733485,0,3614.09394946702,0.333333333333333,0,"00100000000000000"
"2250-24380","BARBJERMD1",2002-09-18,"U","U",9.1,58.5,"CACH",2002,-0.0664505332565035,14.53846335,38.09019673,211.366916579293,1450.8630869301,0,0.166666666666667,"00100000000000000"
"2250-24381","BARBJERMD1",2002-09-18,"AHY","U",9.9,60,"CACH",2002,0.525118761319564,14.53846335,38.09019673,211.366916579293,1450.8630869301,0,0.166666666666667,"00100000000000000"
"2250-24382","BARBJERMD1",2002-09-18,"AHY","U",8.7,59.5,"CACH",2002,-0.94016494546003,14.53846335,38.09019673,211.366916579293,1450.8630869301,0,0.166666666666667,"00100000000000000"
"2250-24383","BARBJERMD1",2002-09-18,"U","U",9.8,62,"CACH",2002,-0.258486293796657,14.53846335,38.09019673,211.366916579293,1450.8630869301,0,0.166666666666667,"00100000000000000"
"2250-24384","BARBJERMD1",2002-09-18,"AHY","U",8.8,60,"CACH",2002,-0.957129367516917,14.53846335,38.09019673,211.366916579293,1450.8630869301,0,0.166666666666667,"00100000000000000"
"2250-24385","BARBJERMD1",2002-09-18,"AHY","U",9,60,"CACH",2002,-0.687629707728465,14.53846335,38.09019673,211.366916579293,1450.8630869301,0,0.166666666666667,"00100000110000000"
"2250-24386","STURCARMD1",2002-09-20,"HY","U",10.4,63,"CACH",2002,0.186670136213864,34.19656587,52.33907446,1169.40511730125,2739.37871532942,0.333333333333333,0.166666666666667,"00110000000000000"
"2250-24393","STURCARMD1",2002-09-20,"AHY","U",9.9,62,"CACH",2002,-0.130357435588372,34.19656587,52.33907446,1169.40511730125,2739.37871532942,0.333333333333333,0.166666666666667,"00110000000000000"
"2250-24394","STURCARMD1",2002-09-20,"AHY","U",9.6,62,"CACH",2002,-0.514744010213232,34.19656587,52.33907446,1169.40511730125,2739.37871532942,0.333333333333333,0.166666666666667,"00110000000000000"
"2250-24396","STURCARMD1",2002-09-20,"AHY","U",8.4,59,"CACH",2002,-1.20000726462602,34.19656587,52.33907446,1169.40511730125,2739.37871532942,0.333333333333333,0.166666666666667,"00100000000000000"
"2250-24398","TATEJUAMD1",2002-10-02,"AHY","U",9.5,59,"CACH",2002,0.321018669533628,15.26069222,41.28186902,232.888727033569,1704.19270978444,1,0.166666666666667,"00100000000000000"
"2250-24399","TATEJUAMD1",2002-10-02,"HY","U",9.2,59,"CACH",2002,-0.0938065852371851,15.26069222,41.28186902,232.888727033569,1704.19270978444,1,0.166666666666667,"00100000000000000"
"2250-24400","TATEJUAMD1",2002-10-02,"U","U",8.9,61,"CACH",2002,-1.12313837375267,15.26069222,41.28186902,232.888727033569,1704.19270978444,1,0.166666666666667,"00100000000000000"
"2250-24404","STANJEFMD1",2001-06-18,"AHY","M",10.3,55,"HOWR",2001,-1.89912023176756,3.963088948,63.17800932,15.7060740097597,3991.46086163801,0.333333333333333,0,"01100000000000000"
"2250-24405","STANJEFMD1",2001-06-18,"HY","U",8.8,59,"CACH",2001,-0.646906924931599,3.963088948,63.17800932,15.7060740097597,3991.46086163801,0.333333333333333,0,"01000000000000000"
"2250-24406","STANJEFMD1",2001-06-18,"HY","U",9.9,61.5,"CACH",2001,0.0284501390556169,3.963088948,63.17800932,15.7060740097597,3991.46086163801,0.333333333333333,0,"01000000000000000"
"2250-24407","STANJEFMD1",2001-06-18,"AHY","F",8.5,46,"HOWR",2001,-0.808171087979815,3.963088948,63.17800932,15.7060740097597,3991.46086163801,0.333333333333333,0,"01000000000000000"
"2250-24408","STANJEFMD1",2001-06-18,"AHY","M",11.8,54,"HOWR",2001,-0.529964295527179,3.963088948,63.17800932,15.7060740097597,3991.46086163801,0.333333333333333,0,"01000000000000000"
"2250-24409","STANJEFMD1",2001-06-18,"AHY","F",11.8,47,"HOWR",2001,2.02913434000686,3.963088948,63.17800932,15.7060740097597,3991.46086163801,0.333333333333333,0,"01000000000000000"
"2250-24413","MANNJANDC1",2001-06-22,"AHY","M",10.4,51.5,"HOWR",2001,-0.86403636435801,6.894112475,60.19210468,47.5287868179506,3623.08946580808,0.666666666666667,0.166666666666667,"01000000000000000"
"2250-24414","MANNJANDC1",2001-06-22,"AHY","U",9.8,67.5,"CACH",2001,-1.79577773963382,6.894112475,60.19210468,47.5287868179506,3623.08946580808,0.666666666666667,0.166666666666667,"01000000000000000"
"2250-24415","MANNJANDC1",2001-06-22,"AHY","F",9.8,65,"CACH",2001,-1.13787222603855,6.894112475,60.19210468,47.5287868179506,3623.08946580808,0.666666666666667,0.166666666666667,"01100000000000000"
"2250-24416","MISSEDDC1",2001-06-22,"AHY","M",10.9,51.5,"HOWR",2001,-0.458603568517028,61.429,2.36,3773.522041,5.5696,NA,0.333333333333333,"01000000000000000"
"2250-24614","MOSMCARMD1",2002-06-08,"AHY","M",10.2,50.5,"HOWR",2002,-0.7215607378864,8.649559101,28.26881615,74.8148726416919,799.125966522501,0.666666666666667,0.166666666666667,"00100000000000000"
"2250-24615","MOSMCARMD1",2002-06-08,"HY","U",9.6,63,"CACH",2002,-0.813467135664801,8.649559101,28.26881615,74.8148726416919,799.125966522501,0.666666666666667,0.166666666666667,"00100000000000000"
"2250-24616","MOSMCARMD1",2002-06-08,"AHY","M",10.1,52,"HOWR",2002,-1.25197221319591,8.649559101,28.26881615,74.8148726416919,799.125966522501,0.666666666666667,0.166666666666667,"00100000000000000"
"2250-24626","BLOCDAVMD1",2002-06-23,"AHY","M",10.5,51,"HOWR",2002,-0.628331832891012,18.61439418,52.86125445,346.495670688418,2794.31222202764,0,1.33333333333333,"00100000000000000"
"2250-24627","BLOCDAVMD1",2002-06-23,"U","U",9.3,58,"CACH",2002,0.386721237844627,18.61439418,52.86125445,346.495670688418,2794.31222202764,0,1.33333333333333,"00100000000000000"
"2250-24632","TATEJUAMD1",2002-07-18,"HY","F",9.4,61,"CACH",2002,-0.466285788109066,15.26069222,41.28186902,232.888727033569,1704.19270978444,1,0.166666666666667,"00111001000000000"
"2250-24634","SCHLROBMD1",2002-07-22,"AHY","F",11.2,52,"HOWR",2002,-0.375776873085023,0,60.11733485,0,3614.09394946702,0.333333333333333,0,"00100000000000000"
"2250-24635","SCHLROBMD1",2002-07-22,"HY","U",9.8,51,"CACH",2002,4.1363124514054,0,60.11733485,0,3614.09394946702,0.333333333333333,0,"00100000000010000"
"2250-24645","BARBJERMD1",2002-08-01,"U","U",11,64,"CACH",2002,0.60799512466502,14.53846335,38.09019673,211.366916579293,1450.8630869301,0,0.166666666666667,"00100000000000000"
"2250-24646","BARBJERMD1",2002-08-01,"HY","U",9.2,57.5,"CACH",2002,0.419670567552519,14.53846335,38.09019673,211.366916579293,1450.8630869301,0,0.166666666666667,"00100000000000000"
"2250-24686","TATEJUAMD1",2002-10-02,"U","U",9.1,67,"CACH",2002,-2.46530694719872,15.26069222,41.28186902,232.888727033569,1704.19270978444,1,0.166666666666667,"00110000000000000"
"2250-24965","SALOSHEMD1",2003-04-29,"AHY","M",9.7,64,"CACH",2003,-0.978372364401882,19.82525979,44.62693072,393.040925740991,1991.56294548768,0,0,"00010000000000000"
"2250-24966","SALOSHEMD1",2003-04-29,"AHY","M",9.7,52,"HOWR",2003,-1.57058870050896,19.82525979,44.62693072,393.040925740991,1991.56294548768,0,0,"00010000000000000"
"2250-24970","MOSMCARMD1",2003-05-08,"AHY","F",13.6,48.5,"HOWR",2003,3.02183715988624,8.649559101,28.26881615,74.8148726416919,799.125966522501,0.666666666666667,0.166666666666667,"00010100000000000"
"2250-24973","MOSMCARMD1",2003-05-08,"AHY","M",11.2,49.5,"HOWR",2003,0.47307625452832,8.649559101,28.26881615,74.8148726416919,799.125966522501,0.666666666666667,0.166666666666667,"00010000000000000"
"2250-24974","MOSMCARMD1",2003-05-08,"AHY","F",8.7,59.5,"CACH",2003,-0.94016494546003,8.649559101,28.26881615,74.8148726416919,799.125966522501,0.666666666666667,0.166666666666667,"00010000000000000"
"2250-24993","BLOCDAVMD1",2003-06-16,"HY","U",8.9,58.5,"CACH",2003,-0.346640947870839,18.61439418,52.86125445,346.495670688418,2794.31222202764,0,1.33333333333333,"00010000000000000"
"2250-24994","TATEJUAMD1",2003-06-16,"AHY","M",10.3,50,"HOWR",2003,-0.477069413235678,15.26069222,41.28186902,232.888727033569,1704.19270978444,1,0.166666666666667,"00010000000000000"
"2250-24999","BARBJERMD1",2003-07-10,"HY","U",NA,NA,"CACH",2003,NA,14.53846335,38.09019673,211.366916579293,1450.8630869301,0,0.166666666666667,"00010000000000000"
"2250-90369","ROHRSALMD1",2003-05-07,"AHY","F",8.8,56,"CACH",2003,0.369005597751308,0.463756779,61.16224778,0.215070350068455,3740.82055350212,1.33333333333333,0,"00010000000000000"
"2250-90370","STURCARMD1",2003-05-08,"AHY","M",10.5,53,"HOWR",2003,-1.22213884808512,34.19656587,52.33907446,1169.40511730125,2739.37871532942,0.333333333333333,0.166666666666667,"00011100010000000"
"2250-90371","STURCARMD1",2003-05-08,"AHY","F",12.2,47,"HOWR",2003,2.41307240298507,34.19656587,52.33907446,1169.40511730125,2739.37871532942,0.333333333333333,0.166666666666667,"00011000000000000"
"2250-90376","FARYSIMMD1",2003-05-09,"AHY","U",9.9,63,"CACH",2003,-0.4384156587103,37.24653924,20.51843583,1387.30468535686,421.006208909828,0.333333333333333,0.166666666666667,"00010000000000000"
"2250-90414","COLSKATMD1",2002-04-26,"AHY","M",10.8,66,"CACH",2002,-0.244697143123135,14.05393675,55.65338119,197.513138173001,3097.29883787945,0,0,"00111110000000000"
"2250-90456","CAMPGLOMD1",2002-06-20,"AHY","M",12,53,"HOWR",2002,-0.068581752404357,10.51684714,43.02058961,110.604073766126,1850.77113039204,0.333333333333333,0.166666666666667,"00100000000000000"
"2250-90474","STURCARMD1",2002-07-19,"HY","U",9.2,58,"CACH",2002,0.244766015951577,34.19656587,52.33907446,1169.40511730125,2739.37871532942,0.333333333333333,0.166666666666667,"00100000000000000"
"2250-90476","STURCARMD1",2002-07-19,"HY","U",10.1,82,"CACH",2002,-4.39348631819721,34.19656587,52.33907446,1169.40511730125,2739.37871532942,0.333333333333333,0.166666666666667,"00100000000000000"
"2250-90477","STURCARMD1",2002-07-19,"AHY","M",11.4,50,"HOWR",2002,0.464869034829976,34.19656587,52.33907446,1169.40511730125,2739.37871532942,0.333333333333333,0.166666666666667,"00100000000000000"
"2250-90478","SCHLROBMD1",2002-07-02,"AHY","M",10,62,"CACH",2002,-0.00222857738008469,0,60.11733485,0,3614.09394946702,0.333333333333333,0,"00100000000000000"
"2251-80100","STANJEFMD1",2008-06-11,"AHY","M",20.6,58,"CARW",2008,0.740083389663526,3.963088948,63.17800932,15.7060740097597,3991.46086163801,0.333333333333333,0,"00000000100000000"
